house,name,duration,power,model,efficiency,progress,proposed_status,actual_status,proposed_demand,actual_demand,mode,priority,with_dr,phase,voltage,angle,frequency,mcast_ip_local,mcast_port_local,mcast_ip_global,mcast_port_global,s0,e0,s1,e1,s2,e2,s3,e3,s4,e4,s5,e5,s6,e6,s7,e7,s8,e8,s9,e9,load_class,load_type,profile,skew,schedule,schedule_skew,irradiance,irradiance_roof,irradiance_wall1,irradiance_wall2,irradiance_wall3,irradiance_wall4,len_profile,counter,min_cycletime,min_coolingtime,min_heatingtime,min_chargingtime,min_dischargingtime,charging_counter,discharging_counter
H227,CD227,1.254454153945562,0.2889517886815584,B7E43D2,0.9502765596288006,0,0,0,0,0,0,38.23391379087763,True,BN,230.0,120.0,50.0,236.39.16.90,11011,224.0.2.0,10000,15.770251235870894,23.47737881855292,16.126655940783277,21.98230945163996,16.612281508543074,22.723836164647885,16.757887109931406,22.96958073917996,18.035603161393084,23.40207990604896,15.623832661832155,21.629660349008265,16.372704993497408,24.0,15.729772422778897,23.195502308856984,15.764320600807638,22.58987581331677,15.075508040915349,22.70161679084455,ntcl,clothesdryer,B7E43D2,0,P1,805,0,0,0,0,0,0,3766,58.98345001346675,3766,55.47106304840666,40.35271364379729,5,5,5,5
H228,CD228,1.6853864570548853,0.5043406940394028,B7E43D2,0.9509113987920118,0,0,0,0,0,0,32.48937177015594,True,CN,230.0,-120.0,50.0,226.104.91.251,11369,224.0.2.0,10000,16.098307905755487,23.890807197542443,17.538414200012646,21.778102848622733,15.279658356376295,24.0,16.693429947878595,22.57895049252164,19.348102727675602,22.54086388832935,15.782643868583335,24.0,16.080407413196717,23.99368444278125,16.456651357550022,24.0,15.02240530043519,24.0,16.57161098222423,23.01314055187062,ntcl,clothesdryer,B7E43D2,0,P1,107,0,0,0,0,0,0,3766,43.050376833577374,3766,38.240176863564365,52.84854500399537,5,5,5,5
H229,CD229,1.3155398273633108,0.1970814147403285,B7E43D2,0.9497897697598175,0,0,0,0,0,0,75.05384493340699,True,AN,230.0,0.0,50.0,238.147.179.90,10740,224.0.2.0,10000,16.926516238961266,21.307249274949783,16.158584564022327,22.80193401278628,14.679245358740252,23.711199818168282,17.344026019934013,22.9150400380802,14.977835680552948,22.69785177149117,15.050338182074666,22.807627397545247,16.612650553635298,23.375830940259828,15.751981182117865,23.750380467951654,14.420475006473573,24.0,14.378397811030068,20.89954040768071,ntcl,clothesdryer,B7E43D2,0,P1,852,0,0,0,0,0,0,3766,56.14084570828416,3766,42.086251826325906,36.23279485252502,5,5,5,5
H230,CD230,0.4281521038699583,0.7439912939970141,D36122,0.950042279992407,0,0,0,0,0,0,43.15287189546049,True,BN,230.0,120.0,50.0,231.140.140.105,10365,224.0.2.0,10000,14.836328238153758,23.823970812330252,15.168511414790274,23.61738760742247,15.641257279487176,23.49570107559186,16.099627558320154,24.0,15.163751115311385,21.692853688031814,15.902370783649781,23.497645520870755,18.297708178185363,21.624483850676846,17.183433103164084,22.82637212663033,16.73136842342484,21.713937124526225,16.739405294512107,23.463651996516727,ntcl,clothesdryer,D36122,0,P3,200,0,0,0,0,0,0,5024,50.8069577521185,5024,44.64141402236148,42.53586505252809,5,5,5,5
H231,CD231,1.588726214247611,1.21421320620476,B7E43D4,0.9504133166527465,0,0,0,0,0,0,67.88405367040463,True,CN,230.0,-120.0,50.0,236.43.76.39,10005,224.0.2.0,10000,17.78293167258565,20.99304929456453,16.908146072847064,23.9192965767636,17.665755352978582,21.89920583993033,15.788140150800194,24.0,16.22922028869117,23.41038888190551,15.69244301912288,23.693245642679294,17.72710335380533,22.998351409501783,16.448899016140142,21.931378943267177,16.039853627230134,23.54087771346273,17.44526512360735,23.470004016463918,ntcl,clothesdryer,B7E43D4,0,P4,381,0,0,0,0,0,0,2497,39.87611036561035,2497,52.550636029570796,42.461969278463556,5,5,5,5
H232,CD232,1.1954652550485094,0.34437473255054146,B7E43D2,0.9488583204042765,0,0,0,0,0,0,29.904365283430273,True,AN,230.0,0.0,50.0,228.125.191.234,10762,224.0.2.0,10000,16.405723634218944,21.69636392331411,14.247712390346164,22.215733587590456,15.197134428557586,24.0,15.863401048943349,21.554600656547635,14.90385846266996,21.90424799782055,15.781280798891324,24.0,15.647486932161629,23.49539620881948,16.295688042308385,24.0,16.538228153876737,22.22180778639466,15.037992805255062,23.75718369449507,ntcl,clothesdryer,B7E43D2,0,P3,-302,0,0,0,0,0,0,3766,22.624907886794123,3766,58.14211710915536,57.455751346126746,5,5,5,5
H233,CD233,1.7329076567886776,0.6272245585928129,B7E43D3,0.9471554415661089,0,0,0,0,0,0,43.03087328313056,True,BN,230.0,120.0,50.0,228.64.242.159,10727,224.0.2.0,10000,14.93743550319964,20.124241897801124,15.404201136500355,22.768297265145925,17.254041342702045,22.936724798497657,16.983876130086962,22.666500607216616,16.036838994550347,22.55527736966784,15.288134313634227,22.731848926789475,14.835275617265875,23.32525846817939,17.570289074753802,24.0,16.18876034948831,23.221218558909637,13.931256739005473,23.266416954835357,ntcl,clothesdryer,B7E43D3,0,P3,-86,0,0,0,0,0,0,903,22.99311985892085,903,58.31646123361912,42.437822974613304,5,5,5,5
H234,CD234,1.1393678476085216,0.6808779782057051,D361224,0.9483007251600005,0,0,0,0,0,0,33.655700021166695,True,CN,230.0,-120.0,50.0,238.130.199.218,10758,224.0.2.0,10000,17.319447311505748,24.0,17.2419085898148,24.0,17.05301355706916,22.507339946697563,15.413529119665302,24.0,16.922982155305924,22.034227841952898,17.96419958372936,23.93927037653972,16.445476256941504,22.823985197784516,17.159438995499052,23.558609128489497,15.836348735653308,23.40856499921343,15.537723903216817,22.97074000841676,ntcl,clothesdryer,D361224,0,P3,345,0,0,0,0,0,0,3526,14.77208491778872,3526,45.37623833300832,36.45406417242392,5,5,5,5
H235,CD235,0.5513604199471543,0.9526615778530501,D36122,0.9489249027887111,0,0,0,0,0,0,73.4663180553753,True,AN,230.0,0.0,50.0,225.214.168.209,12516,224.0.2.0,10000,16.825961651890534,22.6578126089498,16.673403548870667,24.0,15.993892575383084,22.638426123372856,17.844546664087634,22.73102083420619,16.738617908783322,22.19975830213309,14.974534071128007,22.617854345715042,15.88329566954646,23.487157677898313,17.594238714512173,22.46241936341901,15.645389558809276,23.85897335409983,14.521879615115092,22.433206782331023,ntcl,clothesdryer,D36122,0,P4,-138,0,0,0,0,0,0,5024,17.488572274960777,5024,59.77209448109648,51.22606246976133,5,5,5,5
H236,CD236,1.3367055552808549,0.2527552680757408,D361223,0.9501450441110255,0,0,0,0,0,0,59.631039943269414,True,BN,230.0,120.0,50.0,226.232.104.192,12406,224.0.2.0,10000,15.709295412766842,22.624986085681147,15.584665292780869,23.496989042254523,15.895164335157475,23.06589167985934,16.80874632296313,21.477478024031658,15.5361796976777,23.759281502694403,15.694808546885334,22.139069841611047,15.78545673444615,22.453540426129454,15.936367296951408,23.394817033109845,15.123961492870652,22.919296071184803,16.173990997764445,24.0,ntcl,clothesdryer,D361223,0,P4,180,0,0,0,0,0,0,6549,11.288332036006992,6549,46.59512955998246,44.86531083032386,5,5,5,5
H237,CD237,0.9383968925284087,0.30438124653724713,D361222,0.9502797482971097,0,0,0,0,0,0,42.484567345771296,True,CN,230.0,-120.0,50.0,228.188.43.67,11648,224.0.2.0,10000,17.08012757380009,24.0,13.13012575039328,22.422517762145404,16.471139838417336,23.91805936078499,15.8259509662303,24.0,15.023093570757615,22.0571364157336,16.941960141847535,22.691614827943134,15.9810444916117,23.335862203327196,15.315175984868416,24.0,15.427575248062862,24.0,16.004303217592867,22.707575289100273,ntcl,clothesdryer,D361222,0,P3,887,0,0,0,0,0,0,3814,1.2910979674025613,3814,47.80767819729607,37.51688701058943,5,5,5,5
H238,CD238,0.7154045471372505,0.765532827042634,B7E43D,0.9515880364773147,0,0,0,0,0,0,38.280912797343234,True,AN,230.0,0.0,50.0,229.52.43.66,10770,224.0.2.0,10000,18.265656485981307,23.71001613948976,14.080490348815893,24.0,17.664517876321177,23.37762784027326,15.62176893604546,24.0,17.20193411602611,23.013205639507532,16.305605181244303,21.565501599299736,15.402392492131746,23.70909859075836,16.72167077567372,24.0,17.270747988258442,23.377935375822062,16.573616581544883,22.491965503843062,ntcl,clothesdryer,B7E43D,0,P3,-32,0,0,0,0,0,0,4253,4.116893477756001,4253,44.901916344592976,36.66444813555489,5,5,5,5
H239,CD239,1.1283764731951584,0.4633503809885341,B7E43D3,0.9506056277565957,0,0,0,0,0,0,51.67405906708756,True,BN,230.0,120.0,50.0,231.67.193.218,12146,224.0.2.0,10000,14.802191059480784,22.717377995117467,17.012856811286333,22.51420140721338,16.807394643418018,24.0,17.75374053479325,20.47089537886758,15.12833751893135,24.0,15.6934821626174,23.043572673634564,15.042273328536343,24.0,14.234798363671583,23.52142992709865,15.469622570252776,22.958758662489966,17.042024742381678,22.124257638708055,ntcl,clothesdryer,B7E43D3,0,P3,171,0,0,0,0,0,0,903,59.35773398941439,903,44.045251387196586,49.08482778122959,5,5,5,5
H240,CD240,1.073536330502287,0.7482385582256884,B7E43D,0.9481512909689824,0,0,0,0,0,0,32.40601108214383,True,CN,230.0,-120.0,50.0,236.5.219.95,11442,224.0.2.0,10000,17.039687488153195,22.919412344147204,15.189170016979372,22.57117304856638,15.1540162549327,24.0,15.577617059542682,24.0,16.333272290322707,21.27741038949829,16.469406997726004,23.00935076020975,16.70895392917785,23.514736112128347,16.062876828616286,23.45967764278622,17.422211840546513,24.0,15.666114642389976,24.0,ntcl,clothesdryer,B7E43D,0,P3,-33,0,0,0,0,0,0,4253,0.845498526578965,4253,54.33007064085179,39.08940902726148,5,5,5,5
H241,CD241,1.4252652708143037,1.348639040694765,B7E43D2,0.9471837103989612,0,0,0,0,0,0,50.47096310889863,True,AN,230.0,0.0,50.0,233.212.33.191,10975,224.0.2.0,10000,15.290323843855234,23.213344293462683,17.099600144170996,23.23321399825863,16.141022370039703,22.99633150864987,14.653499022674126,24.0,15.71298994862526,22.76115022679792,16.956629783465278,22.15476339687815,16.45713036583998,23.075482682431527,14.301029253598676,24.0,16.676041410194554,23.286439959540573,14.704805408361025,24.0,ntcl,clothesdryer,B7E43D2,0,P2,324,0,0,0,0,0,0,3766,23.634079651074565,3766,58.327477192648125,37.63615422067329,5,5,5,5
H242,CD242,0.8332369296611879,0.36146526931143247,D361223,0.9482984248700661,0,0,0,0,0,0,52.326346997953145,True,BN,230.0,120.0,50.0,237.167.254.33,12296,224.0.2.0,10000,14.365626546680101,23.949705232775024,16.7753309781145,22.46617128325779,15.998957333174255,23.445298535078276,14.502548360249214,23.732931409855325,16.12987887994221,24.0,15.027761953519708,22.572019914710324,14.967133656730631,23.32198600831594,15.277164813612949,22.795311723428924,15.84597967323256,21.70195106564324,15.623489758105324,20.48916590609327,ntcl,clothesdryer,D361223,0,P3,723,0,0,0,0,0,0,6549,39.3635040790826,6549,35.81227922193705,35.72752306414575,5,5,5,5
H243,CD243,1.023548201870607,0.9144860829689441,D361224,0.9483595390676904,0,0,0,0,0,0,69.53256607565783,True,CN,230.0,-120.0,50.0,224.12.137.57,11924,224.0.2.0,10000,17.60153461635904,23.435536527302336,17.370114277149106,21.63974377611515,14.53260133150342,22.46929869270208,17.44470296442943,24.0,17.18275483133225,21.526707070184813,15.914582336829838,21.616408337914155,16.557222262904183,22.83971201726419,16.71866550903057,23.210600929791145,17.048596840465283,20.998256030756835,14.505736456007927,23.776487142351908,ntcl,clothesdryer,D361224,0,P5,230,0,0,0,0,0,0,3526,55.50185599610264,3526,47.67989057847823,37.56276484010809,5,5,5,5
H244,CD244,1.5537363396153259,0.8819758358570382,B7E43D2,0.9503553977286852,0,0,0,0,0,0,69.36607998464319,True,AN,230.0,0.0,50.0,225.41.171.119,11969,224.0.2.0,10000,16.57361623705155,23.253490544028,17.539519780545987,24.0,14.580090874422387,22.64008290638403,16.18089240112314,23.43942262286512,14.6191539395682,22.519119488008464,16.593489567136192,23.068281220093144,16.04128657360622,22.865004981234215,16.991781248414267,22.11543503098483,15.837120841703245,22.418708098806917,16.212247585578055,24.0,ntcl,clothesdryer,B7E43D2,0,P3,-822,0,0,0,0,0,0,3766,32.91109805721911,3766,46.77824242647057,50.12384586456889,5,5,5,5
H245,CD245,0.6698543656422034,0.7232985227511582,B7E43D,0.9492791566767286,0,0,0,0,0,0,67.07629130838333,True,BN,230.0,120.0,50.0,225.74.211.151,11978,224.0.2.0,10000,16.530432420674035,24.0,15.456523787503624,21.361752141412584,17.668023914958162,24.0,16.47692736772432,22.150457774653102,16.61061238182623,21.472963537370862,16.038796373543583,23.086950287987353,16.306920197453756,20.776213366818524,16.33876689976908,24.0,17.386242973063958,21.59953266854005,16.259580370122794,23.437434877121053,ntcl,clothesdryer,B7E43D,0,P4,286,0,0,0,0,0,0,4253,3.4421672025660865,4253,40.54361765251798,54.335774872615445,5,5,5,5
H246,CD246,1.6803663884635098,0.8807838240068693,B7E43D4,0.9493727025465925,0,0,0,0,0,0,28.368502536640484,True,CN,230.0,-120.0,50.0,227.213.180.128,10990,224.0.2.0,10000,15.939257852630533,23.720617256523227,16.280161895255876,22.866198310864416,16.475980960622895,22.211684197639283,15.188023178649395,24.0,15.929345031677068,24.0,17.214325956597868,23.3739412440937,16.943013148251183,23.641390288155495,16.301148987358854,22.569315739846743,17.47617393799253,23.394296140381613,17.488223809385346,23.163360560525643,ntcl,clothesdryer,B7E43D4,0,P4,-796,0,0,0,0,0,0,2497,16.107018445172447,2497,47.97484380969077,58.61784897436593,5,5,5,5
H247,CD247,0.12228345114334316,1.3218420195659646,D361223,0.9523861242401954,0,0,0,0,0,0,76.13096295464396,True,AN,230.0,0.0,50.0,224.188.56.120,10567,224.0.2.0,10000,15.775163849586084,24.0,14.038315642507417,22.24832388603833,16.230866260340832,22.76824152826916,16.412361143069074,22.789399012846246,15.207268204089457,23.11649782472814,15.1164141146883,22.257273549819647,16.19146488694383,22.839265476613722,16.10131587374452,22.02475580433223,15.411227393630753,22.867858366792756,14.938868939094334,23.257949578534543,ntcl,clothesdryer,D361223,0,P3,-362,0,0,0,0,0,0,6549,4.199310265004792,6549,52.505825729750896,40.77483509019957,5,5,5,5
H248,CD248,1.8118984106711702,0.8418567071065135,D36122,0.9510103086516178,0,0,0,0,0,0,74.81522997350851,True,BN,230.0,120.0,50.0,234.185.19.26,12090,224.0.2.0,10000,15.525607549907594,24.0,16.044468495081322,22.225939199699333,15.71799927640907,22.663219381919916,14.113320684988517,21.954041226510626,15.004175081332995,23.96498118688791,14.163940156935826,24.0,14.324726758248072,19.625333092532706,16.843891623126975,23.05810243777569,15.407742351431144,24.0,15.683128923112118,23.5347105071699,ntcl,clothesdryer,D36122,0,P1,-233,0,0,0,0,0,0,5024,4.716973485939759,5024,31.424528942699116,31.770861414871842,5,5,5,5
H249,CD249,1.7930946334855997,0.6151441328203953,B7E43D3,0.9506658576587351,0,0,0,0,0,0,22.240896552326287,True,CN,230.0,-120.0,50.0,225.105.232.220,12046,224.0.2.0,10000,16.013207486438287,24.0,14.971676444089931,21.983854462884825,17.18714314196726,23.72597929505937,16.717993788057306,21.734166772128578,13.996014818078493,22.361531177248878,15.670360168381539,23.42103934304762,16.905434330736195,24.0,17.445108853282722,21.872649902166078,15.619438847092658,22.901142278242897,15.04217530692534,21.63989724138336,ntcl,clothesdryer,B7E43D3,0,P5,102,0,0,0,0,0,0,903,58.77382942069071,903,47.821490703195906,49.163803290393055,5,5,5,5
H250,CD250,1.7543772653315512,0.24877789211167936,D36122,0.9497281530943048,0,0,0,0,0,0,61.38368493527251,True,AN,230.0,0.0,50.0,236.85.190.210,12218,224.0.2.0,10000,15.680027476253809,23.34595371735974,14.32072213402071,23.214539156364843,14.229542666002114,23.04182535670829,16.363460712807623,23.389523018348356,16.04208605867083,24.0,15.051078859054135,20.784807839694235,14.83613828871173,22.631703749234447,16.45842525035118,22.950259569284515,16.852704986123797,23.15358208528394,14.229185747767245,22.77130073960534,ntcl,clothesdryer,D36122,0,P4,-836,0,0,0,0,0,0,5024,46.39950197406973,5024,40.8725291243927,30.66389663612466,5,5,5,5
H251,CD251,0.8274911089575325,0.9806645962365452,D361223,0.953461845962142,0,0,0,0,0,0,57.095344233830865,True,BN,230.0,120.0,50.0,227.60.209.158,11980,224.0.2.0,10000,16.180309657542846,22.344746153764845,15.62232907442869,22.1454645088897,14.918106427927722,23.859873500849996,16.766553697681505,22.00113213762093,13.782113987132004,23.703881600963932,16.528201236327895,24.0,17.40638630282943,22.717719710157198,17.835842545732042,23.532960140615156,15.96251866901001,21.966878440466218,17.55499411112692,23.094876639444927,ntcl,clothesdryer,D361223,0,P3,576,0,0,0,0,0,0,6549,23.286170625832277,6549,43.172739677339464,36.49881311978938,5,5,5,5
H252,CD252,0.8350715690323054,0.43513095833230064,D36122,0.9496869536420693,0,0,0,0,0,0,24.001722254124193,True,CN,230.0,-120.0,50.0,229.57.150.217,11589,224.0.2.0,10000,15.707509714036474,21.971924471939165,14.777317586250703,23.096812936317345,15.327234224094664,22.65569904015608,14.626800377012813,23.190036984034144,16.754457388729627,22.98877571862842,15.140741327253114,22.96633370144279,15.579835941123754,22.4444318136702,15.977718163829584,23.40980055449369,13.65478369080142,24.0,16.329549160301692,22.798490034912017,ntcl,clothesdryer,D36122,0,P4,-698,0,0,0,0,0,0,5024,5.695610071830712,5024,55.074106649797216,55.04183382687484,5,5,5,5
H253,CD253,0.7349419665135162,0.6999099509920742,B7E43D4,0.9501601680019001,0,0,0,0,0,0,35.10557777013247,True,AN,230.0,0.0,50.0,225.105.222.128,12167,224.0.2.0,10000,15.76894515351543,23.620979572836355,15.745867139167748,22.933908464799217,15.595805921011607,21.15103117572957,15.733481850567083,22.553797593905003,16.417619302400844,24.0,17.056845603222516,23.49921540132074,17.623678785135954,23.594988550600167,13.95061175297491,23.311418332106324,15.966303318739497,23.587557902957467,15.934233297107182,22.117448395042153,ntcl,clothesdryer,B7E43D4,0,P4,-243,0,0,0,0,0,0,2497,12.397979883536038,2497,53.78902018686088,46.97896574303425,5,5,5,5
H254,CD254,1.6953696214601972,0.7665161529536153,D361223,0.9492167690019453,0,0,0,0,0,0,51.87868401270414,True,BN,230.0,120.0,50.0,227.210.42.94,11212,224.0.2.0,10000,14.116277339451528,23.412091218382265,16.24253419523187,22.985011694584216,18.1752624170218,24.0,15.94673901268795,23.20532092655496,15.227223563759873,23.697450118839285,15.076850622762299,23.52150152760123,16.243764894230285,23.215119991720407,15.200586432292967,22.621164929339933,17.241351551721284,22.273831287269136,15.079050380289674,21.479657509644657,ntcl,clothesdryer,D361223,0,P4,295,0,0,0,0,0,0,6549,52.05311291589626,6549,42.37464280890643,43.49323296350107,5,5,5,5
H255,CD255,0.5278311259227839,0.3654408188759486,B7E43D3,0.9501793794213863,0,0,0,0,0,0,76.9902752751768,True,CN,230.0,-120.0,50.0,224.208.247.161,10830,224.0.2.0,10000,15.9427888655463,22.50135921387672,15.494267606957868,24.0,16.542810995041467,22.671905100084174,18.792085111174103,23.084685585213148,16.241881977262857,24.0,15.545247951328731,20.970079668531678,17.75808665760403,22.434727840992192,16.377903255355328,23.18160733276793,14.520201887695189,20.917797814125535,16.238824027144155,22.846415712233746,ntcl,clothesdryer,B7E43D3,0,P3,171,0,0,0,0,0,0,903,31.25131401350416,903,43.9452113656416,35.01362887457674,5,5,5,5
H256,CD256,1.282135750479971,1.4608234377986793,D36122,0.9505333380536684,0,0,0,0,0,0,71.2809526368737,True,AN,230.0,0.0,50.0,231.10.25.3,10043,224.0.2.0,10000,13.90953162662875,22.99693897168353,15.121798209357355,23.620672476657717,15.708386365137372,22.243154613707866,15.65985773704078,21.688762216752362,17.610885232558758,23.248884491772866,17.332335781553585,23.75656203238272,17.10759436864186,22.775423305131532,14.580973590267858,23.30788830123818,16.349477045919908,21.791466213503885,17.25722178688329,22.707876732360265,ntcl,clothesdryer,D36122,0,P1,-456,0,0,0,0,0,0,5024,24.938090272237808,5024,51.22045403453188,54.68602836667014,5,5,5,5
H257,CD257,1.5232039477406492,0.5450781241696676,B7E43D,0.9474614195344767,0,0,0,0,0,0,65.79396378161357,True,BN,230.0,120.0,50.0,225.98.249.121,11565,224.0.2.0,10000,15.319280495448261,22.763320348255753,16.27114980047618,22.078252209814373,14.403789398205456,23.21750779712287,14.610811669926806,22.461465308777537,15.82365366507837,23.706296072523305,16.345041903251346,23.773098376255227,17.927681594434883,21.099249482225037,16.15109828499933,23.70150843508223,16.010130561041862,22.89225443950908,16.584839489951094,22.538802416969887,ntcl,clothesdryer,B7E43D,0,P3,-315,0,0,0,0,0,0,4253,52.031232994258424,4253,38.318427791985386,57.63382453090712,5,5,5,5
H258,CD258,0.516075586016445,1.178496384827974,B7E43D4,0.9524862679218921,0,0,0,0,0,0,38.39587078118751,True,CN,230.0,-120.0,50.0,228.135.164.226,11840,224.0.2.0,10000,14.798268179903696,18.972482551352385,14.706360282007196,23.73460701209194,17.341934748965844,21.870065026846632,17.37254173756594,23.64356523689169,15.026852485877312,21.845208631852127,15.05132335508726,22.503379194574542,15.137925894074,22.34297252827746,15.921681011577991,23.144099221869613,17.106934172397303,24.0,15.746503039501063,23.77024907535677,ntcl,clothesdryer,B7E43D4,0,P4,587,0,0,0,0,0,0,2497,11.483215627886388,2497,36.68148822211544,35.48433942291925,5,5,5,5
H259,CD259,1.737161139378456,0.8897755471134181,B7E43D5,0.9476638195100495,0,0,0,0,0,0,27.479815943617833,True,AN,230.0,0.0,50.0,234.75.240.74,11808,224.0.2.0,10000,15.247840873496491,22.901020024573537,16.552031281660348,21.241155079386438,16.904763513939933,24.0,15.579838876343956,22.629118498368406,15.792754100845896,20.75907949449709,16.97256802114443,23.409643095901288,16.28728525568797,23.10826773026735,15.803144176818835,24.0,15.684312167096602,22.07183062531732,17.026086218974264,21.968453887021415,ntcl,clothesdryer,B7E43D5,0,P2,34,0,0,0,0,0,0,3177,5.306102292893524,3177,45.41373626878204,34.94138648773019,5,5,5,5
H260,CD260,0.3349702223720349,0.2496563135121656,D361223,0.9499409889364149,0,0,0,0,0,0,59.86315500102524,True,BN,230.0,120.0,50.0,236.60.200.31,12174,224.0.2.0,10000,14.725764405613766,23.004006579372938,15.928013457079679,24.0,15.93423203480284,22.21840358583248,15.346794219893908,23.17377182990527,17.091614539446876,23.36033009498226,16.127309832609612,21.19166593427368,15.330622786958369,22.90003199483433,15.020610808316924,22.42803180751185,17.129969645886444,24.0,15.502549316580982,22.228845341843495,ntcl,clothesdryer,D361223,0,P3,-845,0,0,0,0,0,0,6549,6.003263569488626,6549,32.22333784267602,48.070104486522226,5,5,5,5
H261,CD261,1.1370093322033403,1.275242063921597,D361224,0.9481805423646179,0,0,0,0,0,0,51.400579144324524,True,CN,230.0,-120.0,50.0,238.232.242.56,12679,224.0.2.0,10000,16.99278253758254,23.623258513618826,14.906668299750349,22.820175599097663,15.648478608123591,22.45303664465343,17.174051554966088,21.95831966909136,17.523555386037255,21.39330125889005,15.380000291411482,24.0,16.51602995160774,23.851817700204396,17.675820622315506,21.75998761857714,14.089696839535158,22.005576141162887,15.223985983489595,22.327610767304776,ntcl,clothesdryer,D361224,0,P3,206,0,0,0,0,0,0,3526,43.96640802199311,3526,33.075291663924716,58.7376778493164,5,5,5,5
H262,CD262,1.9019153204372112,0.9523172731717899,D361223,0.9502561964056733,0,0,0,0,0,0,62.02908279624901,True,AN,230.0,0.0,50.0,225.21.43.248,10519,224.0.2.0,10000,17.600921551669742,22.40657951897636,16.755687370294407,22.741767402012105,17.607175990249747,23.16022815039401,15.094116587170761,23.06989931229039,14.558330673459299,22.11084903443349,14.962729686996148,22.740516153091896,14.932517236436993,23.696703953202217,16.914759744765302,22.894796379811666,15.170517082156678,23.825512849480276,14.303640395142862,23.08933640779534,ntcl,clothesdryer,D361223,0,P3,562,0,0,0,0,0,0,6549,31.14391654650793,6549,31.800366962360254,45.17415816378105,5,5,5,5
H263,CD263,1.4787808406117562,0.13092246107380426,D361224,0.950419773133439,0,0,0,0,0,0,20.348587013307018,True,BN,230.0,120.0,50.0,228.80.148.229,12021,224.0.2.0,10000,16.925274424024025,22.423264076577663,13.47869425673497,24.0,16.94873503947698,23.770417133354634,15.175327116039684,23.32198334455607,15.553594484585659,22.648646482128978,16.061768231467465,23.269558198574483,16.795061573365246,22.810273271236404,15.106039790477709,23.789245014851936,15.884532458023589,22.0648665157667,16.465689235608238,22.637871726561773,ntcl,clothesdryer,D361224,0,P5,147,0,0,0,0,0,0,3526,43.115115017327675,3526,32.84454203928014,41.71702774382727,5,5,5,5
H264,CD264,0.7116811617741754,0.4070503824354853,B7E43D,0.949799632803011,0,0,0,0,0,0,53.884392794725244,True,CN,230.0,-120.0,50.0,231.218.34.252,10143,224.0.2.0,10000,17.477202768599078,22.220682211002508,16.24880925673146,23.71992907395797,18.039561065664685,24.0,14.506851570295643,22.94234168222273,15.983936103662826,23.072138425600677,16.750343420098826,23.99450501472453,17.032472744833946,23.6776270402907,15.871973631101538,24.0,16.32191382342391,20.783473432097693,16.001040139058507,22.301874364344474,ntcl,clothesdryer,B7E43D,0,P4,468,0,0,0,0,0,0,4253,19.376218559377246,4253,58.093921627454314,38.122358622728505,5,5,5,5
H265,CD265,0.4773704371488624,0.9890647934752304,D361224,0.9532440639811545,0,0,0,0,0,0,44.60707852052048,True,AN,230.0,0.0,50.0,226.186.221.24,12045,224.0.2.0,10000,15.214280951066891,23.729784532496225,14.773580560726456,22.649906238426876,14.00820765600599,22.478256648604543,16.889812335768,23.853722290455735,16.385923345729086,22.27669556327119,15.034645624663197,22.228747663615508,17.174652922230763,24.0,13.429958736246235,22.349865789666413,14.642243250378124,22.59332697595002,17.50163940959163,23.32084246888368,ntcl,clothesdryer,D361224,0,P4,374,0,0,0,0,0,0,3526,9.581094017975968,3526,53.332561277781295,32.224975554725965,5,5,5,5
H266,CD266,0.44627524515746075,0.3053552483321242,B7E43D,0.9498204036268529,0,0,0,0,0,0,40.56203448988259,True,BN,230.0,120.0,50.0,226.90.73.49,10680,224.0.2.0,10000,15.959087647404408,22.848903909039127,15.556561445108125,21.59203828344011,16.127011556444284,22.715870519151476,15.332667887485483,22.020029670267828,15.313055665329225,22.032144274520228,15.425920794194445,23.206669949611666,15.01661694387442,22.691897679292037,16.088490094307275,23.2129088811172,15.931199593513409,23.402198805854034,16.62792766005006,23.871699051243432,ntcl,clothesdryer,B7E43D,0,P3,-589,0,0,0,0,0,0,4253,26.82868581533899,4253,54.435332417161014,57.68538058088446,5,5,5,5
H267,CD267,1.0403927374956377,0.953777226559317,B7E43D2,0.9512176285673661,0,0,0,0,0,0,53.3001614748075,True,CN,230.0,-120.0,50.0,234.10.71.236,10974,224.0.2.0,10000,15.309754511733225,22.7443241689515,15.799891776870254,24.0,16.30724600848684,23.40689776529228,15.02408703430517,22.181090636624308,16.90861588929316,22.208183840604075,15.73742497574502,24.0,15.873749712219372,22.509261189841848,16.806139968890665,23.161643294703175,15.455235907414748,22.583773342669513,15.624473067352607,23.112317251326427,ntcl,clothesdryer,B7E43D2,0,P2,523,0,0,0,0,0,0,3766,16.473864575200036,3766,33.6669630638717,44.56366044492405,5,5,5,5
