house,name,load_type,capacity,charging_power,charging_efficiency,soc,min_chargingtime,min_dischargingtime,cooling_counter,heating_counter,charging_counter,discharging_counter,target_soc,hour_start,hour_end,leakage,trip_distance,trip_time,km_per_kwh,with_dr,with_v2g,proposed_status,actual_status,proposed_demand,actual_demand,mode,priority,phase,voltage,angle,frequency,mcast_ip_local,mcast_port_local,mcast_ip_global,mcast_port_global,s0,e0,s1,e1,s2,e2,s3,e3,s4,e4,s5,e5,s6,e6,s7,e7,s8,e8,s9,e9,load_class,profile,skew,irradiance,irradiance_roof,irradiance_wall1,irradiance_wall2,irradiance_wall3,irradiance_wall4,counter,min_cycletime,min_coolingtime,min_heatingtime
H221,EV221,ev,213927708.49542147,2433.8516103553625,0.8983706925073683,0.821780286729899,5,5,44,43,5,5,0.9900077524309949,20.35007937593449,6.98173533765671,1.0000000010611953e-07,24.226472985197713,1.7839069456895953,6.205059364859404,True,False,0,0,0,0,1,46.941749342413374,BN,230.0,120.0,50.0,230.111.86.218,11448,224.0.2.0,10000,17.816645647948135,6.279083467222998,17.58152924812741,6.758701156548728,18.57241889023851,4.430085513069779,17.787814813545438,8.508632303343353,17.88530402215949,5.088453436658417,16.718961669853027,5.849824684620214,18.25877298461486,6.408931891084285,17.940738041707952,5.498480378011192,18.08434300199713,5.556486790176914,17.999448243274962,4.155634587110844,battery,mitsubishi_imiev_16kwh,0,0,0,0,0,0,0,25.28861145001033,3.0732750412380536,29.26248372624155,39.299037401423405
H222,EV222,ev,278207917.5598648,3894.432554911069,0.8990336750131893,0.657190281160553,5,5,10,23,5,5,0.9900391145905364,17.394246073608397,6.913766715492302,1.0000000004022169e-07,26.081232339889983,1.3241872274617958,6.069993562442843,True,False,0,0,0,0,0,53.231493023989856,CN,230.0,-120.0,50.0,235.110.213.160,11239,224.0.2.0,10000,18.40581004865586,3.566249279348417,17.97697394380214,7.070279173605302,16.979714838556166,4.53266863258564,18.02777113404656,5.194668395848213,18.032584118932604,8.119335648980906,18.10634956642235,6.246504586534991,17.63806159822794,6.396111437187529,17.13290013042235,6.752165949679644,17.597143324140966,4.706908394937749,17.450431415227566,5.543288610190682,battery,tesla_s60_60kwh,0,0,0,0,0,0,0,14.009463093432464,58.24051555537839,9.84441828790682,15.341678551474896
H223,EV223,ev,274377911.96252334,5338.0981295614365,0.9018459646377338,0.9682556294651329,5,5,8,5,5,5,0.9900679785049401,18.13111091495223,6.795858440604056,1.0000000015502839e-07,47.99810212741694,1.391790868144471,6.379040343798863,True,False,0,0,0,0,0,21.278701046202137,AN,230.0,0.0,50.0,230.254.16.66,10273,224.0.2.0,10000,17.23129435491857,6.375397714919687,17.72176542770138,5.95162286160306,17.793591441156583,5.347430317601059,18.04957911600551,6.720351546911661,18.483550491466108,6.325978011600535,17.936185521622175,7.2835971051465,17.320740731632107,7.640400524768594,17.17393398339967,4.010030902797903,17.94087267616283,4.6471550368301315,18.28272816005554,5.06749602152113,battery,ford_focus_33kwh,0,0,0,0,0,0,0,34.12293216357681,18.121899360551836,49.78372585776179,10.496098055639424
H224,EV224,ev,245243163.42692217,4353.404583275861,0.8982664939976258,0.5154327492481723,5,5,18,47,5,5,0.9900602146709483,19.407275531699295,6.82262724867643,9.999999996680589e-08,29.180378090068718,1.267855077584081,6.349313331565695,True,False,0,0,0,0,1,73.49504298902028,BN,230.0,120.0,50.0,229.123.176.179,11704,224.0.2.0,10000,17.67766812510532,6.003515149081207,17.628530907610656,4.37919998212117,17.83700137626622,6.114509868863901,18.107345636553656,4.986485989091907,17.51419139530412,3.664888755927353,17.907120909979472,6.873098144454735,18.669657849062567,6.600088151751696,18.713135887052253,4.547025492511984,18.174641376977807,5.657274946210824,17.735701936286816,6.248753465239886,battery,tesla_s60_60kwh,0,0,0,0,0,0,0,16.891193621843705,55.707397486725846,47.36180593108165,26.037442706491937
H225,EV225,ev,78530552.0879447,7210.411710722666,0.9000773661327041,0.922293672211183,5,5,20,6,5,5,0.9900524217988533,17.145670787064347,6.877690647482758,9.999999988521729e-08,27.985826437707345,0.7055706233577196,6.465791396507213,True,False,0,0,0,0,0,42.941798792764914,CN,230.0,-120.0,50.0,231.215.115.132,11851,224.0.2.0,10000,18.258995688829874,5.558270305820503,17.689974025067297,5.971466881804162,18.812891073371247,6.237434411105255,18.230666386985913,5.797041767364649,17.941256758284673,4.051941032679356,18.53508419735119,5.846518262716725,17.689177357692465,5.397137375534575,17.268050394180264,5.4788352283957895,18.274245174887454,5.426299055088172,17.29752420561042,6.8557306612830535,battery,ford_focus_33kwh,0,0,0,0,0,0,0,5.0579623358973125,56.41012045434327,51.14926521129112,44.98660581844382
H226,EV226,ev,86373751.1067423,5675.908717384558,0.9005760370595243,0.7060090792755983,5,5,25,21,5,5,0.9900374051964742,19.13977017192851,6.9157176116358965,1.0000000006938312e-07,21.24508955925176,1.4649043371632877,6.5273724552851675,True,False,0,0,0,0,1,53.33429356598025,AN,230.0,0.0,50.0,232.131.193.137,12919,224.0.2.0,10000,17.56105591098874,4.231881681248632,18.400829635568076,5.845624107637296,17.587801999656076,5.7722614197770366,17.038009793545935,5.158671237538165,18.100028597915866,6.368235993792433,17.97024987358136,6.842663393762884,17.60256067048118,6.840185985343619,18.57361518985978,5.4853540375268315,17.77055545478936,4.279425151301257,17.991450114691848,6.254017922690413,battery,ford_focus_23kwh,0,0,0,0,0,0,0,1.8902395476729628,28.286583369284703,18.040732043146605,16.584371427255768
H227,EV227,ev,38750681.41724685,5280.542527694455,0.9008979044640901,0.9584836434410043,5,5,55,2,5,5,0.9900525479080642,17.978835429804654,6.855282586714751,9.999999998248981e-08,27.76243615339054,1.1337721975387538,6.0616769423840156,True,False,0,0,0,0,0,68.84894668300855,BN,230.0,120.0,50.0,228.252.136.143,12561,224.0.2.0,10000,17.449402345545618,7.232358426005606,17.740395170672805,8.52865828735178,18.454490486628945,6.103192949919233,18.313853912933915,4.559196485288888,17.628191158559726,6.305522965794491,18.454662547463187,5.838255081766545,17.75743979697234,7.8196852637866945,17.81261712833043,4.981532640478472,18.771052558473286,4.81804929729814,17.921265880161773,6.832461134610067,battery,tesla_powerwall_13kwh,0,0,0,0,0,0,0,10.348675064834145,4.8207638768133485,23.5722778323886,29.064635984530177
H228,EV228,ev,179107877.75698873,5745.972747027816,0.9006254342436291,0.6482855613343919,5,5,51,49,5,5,0.9900215907029021,19.717202058648084,6.973696264085318,1.0000000017479367e-07,34.500439463721584,1.35601570563866,6.693650325033238,True,False,0,0,0,0,0,42.718357823370525,CN,230.0,-120.0,50.0,231.22.47.161,11696,224.0.2.0,10000,17.752832990887395,4.3659700592555595,17.231766832211076,6.583971559016452,18.496588776897397,7.366930013341462,17.50960196159651,6.803991774576933,18.77200155116801,5.446166615440028,16.802102354740807,5.36266661572702,18.64075449879042,5.915369184605593,17.806769003004103,5.489479414029601,18.007681847949474,5.76757572558232,18.297147942398826,6.719659204809922,battery,tesla_s85_90kwh,0,0,0,0,0,0,0,16.40452960216805,43.843954101617335,38.13190913365324,21.769451476008246
H229,EV229,ev,27319557.016695127,5451.441950694752,0.8988213225323677,0.5981058604511955,5,5,47,7,5,5,0.990031353894504,20.390163988360673,6.954276664723981,9.999999995894774e-08,11.2019251720425,0.6340531383292614,6.154246760474394,True,False,0,0,0,0,1,70.775814111541,AN,230.0,0.0,50.0,236.249.214.2,12194,224.0.2.0,10000,18.25127490651405,8.051450467722287,17.74601832021954,6.678862424509373,17.618603480435066,5.996661875639898,18.520421876781903,5.9011388897569415,18.07452317132151,4.73902993747887,17.6994657513091,7.650919822332052,18.890345952649916,5.458675866632354,18.838773958420123,4.329918241847061,17.372371098190936,6.4899460329166745,18.702771804264515,6.62628780614371,battery,chevy_volt_16kwh,0,0,0,0,0,0,0,28.92225149180646,11.948365612207914,8.772586463604416,39.45527559305665
H230,EV230,ev,68478802.76485775,2865.6725836118485,0.9030332605483129,0.7562471904401563,5,5,34,28,5,5,0.9900604289551731,18.118816552742565,6.937701171457407,9.999999997147296e-08,41.064494319610304,0.5475155339029073,6.8134533101163095,True,False,0,0,0,0,1,32.11115546942598,BN,230.0,120.0,50.0,225.165.74.121,10529,224.0.2.0,10000,17.251513983848273,4.531322756052575,17.467050368334764,5.920484905813852,18.462438474896288,6.834075882600587,17.70978686276466,7.369160680206663,17.677055450214375,7.171621918696967,18.1665867148542,7.670965454045289,17.75791574169825,6.131812242784572,17.642241999202387,6.682504509608319,17.43372596627,5.709417389104118,17.97556606916431,6.884055422314985,battery,tesla_s60_60kwh,0,0,0,0,0,0,0,46.740067514825526,24.362670975928246,24.589174033002127,56.09983119000846
H231,EV231,ev,81610463.82966517,7094.498275023123,0.9018710776756519,0.959905158523999,5,5,50,20,5,5,0.9900142875563386,17.68798244546443,6.972172608216768,9.999999996278853e-08,38.12392679278346,0.34732525952274496,6.936493770762969,True,False,0,0,0,0,0,78.5396477585818,CN,230.0,-120.0,50.0,225.44.168.205,12768,224.0.2.0,10000,18.247993609494042,6.013676891100119,18.74681279646455,7.251923287811951,18.147314125236274,5.811227828582016,18.177150366980026,5.713532696971228,18.212151618709246,4.389042387838431,17.772561539016944,8.084887495575735,17.929090122926876,6.584279594553626,18.074744081697386,5.779203150167784,18.176482841513025,3.3731074688295095,18.048798866981404,5.308180944346145,battery,mitsubishi_imiev_16kwh,0,0,0,0,0,0,0,2.602608076582227,59.65540760302281,12.790529331178012,23.61167263330612
H232,EV232,ev,228355302.07948372,3544.0565334805606,0.8995227174335705,0.8635227666244263,5,5,49,11,5,5,0.9900167165532299,18.38588312618073,6.967179360329615,9.999999992422399e-08,33.20269065304976,0.7639411684934234,6.510729146986771,True,False,0,0,0,0,1,27.74157763418163,AN,230.0,0.0,50.0,228.125.195.41,11715,224.0.2.0,10000,17.980294299523134,4.021519612344915,18.4418616662606,5.415174682075106,18.286616371680626,5.71697076106841,16.95495483304338,4.279154494417429,17.4959113629089,5.6942382141402925,17.6750385495979,6.547499316200595,17.521543656353423,6.363068005925916,16.775134985008094,5.750052058150795,17.899900641154424,5.69186586181117,16.808586314301177,5.643036306443754,battery,tesla_s60_60kwh,0,0,0,0,0,0,0,27.977291663608188,49.005789787526815,31.809741182735113,24.154826518111538
H233,EV233,ev,178043944.50231317,3275.8139813864695,0.9007619005995902,0.7827998366188751,5,5,48,13,5,5,0.990015918457016,20.01644040942669,6.834638474353594,9.99999999607375e-08,36.184129538633094,1.0758169238374191,6.646783884744158,True,False,0,0,0,0,1,44.38849317131317,BN,230.0,120.0,50.0,229.98.107.150,11045,224.0.2.0,10000,18.247147261472055,6.403852845224503,18.219936785764297,5.532738451135223,17.862350574213753,5.9089718728676495,18.55068121199783,6.1048810132787885,18.125079554398788,5.730984239049012,18.23681791943293,6.695396058353451,17.835100431101548,5.999450827517337,18.416835276273215,5.03712458001413,18.423111887321124,6.636493835755647,18.48658202718033,6.169852590674486,battery,mitsubishi_imiev_16kwh,0,0,0,0,0,0,0,11.497120918373074,15.488264288237128,45.60634362503047,47.50425151678585
H234,EV234,ev,263829411.0632036,7122.792343880212,0.9011608433281165,0.7876628483359691,5,5,7,6,5,5,0.9900272553849973,20.446424819157482,6.919954446804701,1.0000000001756209e-07,39.3961043062979,0.38921876167521696,6.703643147347991,True,False,0,0,0,0,0,52.47478447574312,CN,230.0,-120.0,50.0,232.130.102.91,10056,224.0.2.0,10000,18.030312115017743,5.432740565835034,18.3734412122675,5.3538520953943305,17.72001872878848,6.466062457972039,17.421329255831452,6.543600924118179,17.94147166042397,4.854319772390741,18.14188494661924,7.219549697183276,18.21767297376582,5.409582007116282,17.817262076628985,5.245064020261235,17.51501506711282,4.813377710413121,18.61554523234757,5.235637843074785,battery,ford_focus_23kwh,0,0,0,0,0,0,0,59.648048371007874,10.9673338946547,38.4253307869559,49.072055098747946
H235,EV235,ev,206112452.72323203,2829.7336099476433,0.897900626470241,0.9386186503468948,5,5,41,30,5,5,0.9900268693334275,20.909029030149878,6.971077326313444,1.0000000001864195e-07,35.726220187717836,1.8141329347229944,6.598178094579103,True,False,0,0,0,0,1,68.61727776367901,AN,230.0,0.0,50.0,234.126.232.202,12500,224.0.2.0,10000,17.79386855998404,4.430303202766784,16.9433312625879,5.1162837195754625,19.113003387679708,5.6950148200457065,16.809722718041378,8.276140606128061,17.81568297878181,5.469944204630325,18.31203284871203,6.003999932393977,17.626509704650427,5.919468472906321,18.573179624547823,7.565695938648474,18.192799166019125,6.731503162114938,18.446780902862468,5.585758678382505,battery,chevy_volt_16kwh,0,0,0,0,0,0,0,36.30048234094814,33.20197880420168,31.39684717703576,10.271653462277662
H236,EV236,ev,251379071.03760418,5321.707595332416,0.9000421640295174,0.9397487201352477,5,5,12,59,5,5,0.9900325459828154,19.402899654078038,6.857034573998565,1.0000000006330237e-07,25.672042019062285,1.6038461061536484,6.310334412791322,True,False,0,0,0,0,0,46.79315636417586,BN,230.0,120.0,50.0,227.212.180.18,10947,224.0.2.0,10000,17.934165523395844,5.952164145312124,17.899950619441245,4.516922021160764,17.674469488492107,4.869939781379092,17.1840877314185,4.523465749293124,17.516025978350374,5.262932405546358,18.50726675712221,5.142564049098223,17.502260841550118,4.762300350565718,18.620760754275842,7.044485088620659,18.69525836996594,5.519840688784631,18.67547205475423,7.797212310105393,battery,ford_focus_33kwh,0,0,0,0,0,0,0,31.73946913155846,43.2823422201809,59.12089137598639,48.37710155504294
H237,EV237,ev,164228688.4067739,6119.395647010895,0.898529152774445,0.9476137241175764,5,5,58,9,5,5,0.9900455346903039,18.60369009169031,6.968169930173947,9.999999993513517e-08,32.51767463977545,1.646464353316953,6.390949520067926,True,False,0,1,0,0,0,68.55523545013287,CN,230.0,-120.0,50.0,234.10.186.171,10940,224.0.2.0,10000,17.901551433097385,5.594266038456578,17.9003303430827,5.809107563436114,18.895288969649364,6.152581790268829,18.278605261268268,5.580998002494453,18.075225618364037,6.4477567726192655,18.346355213653652,5.870151881226419,18.061462107556444,6.727637201041763,17.467773664232556,5.481307363031712,18.29253479980242,5.764767240834619,18.044144620054787,7.049081833423452,battery,tesla_s60_60kwh,0,0,0,0,0,0,0,49.506992130544845,9.445186072586491,57.59991514678444,59.88116982884447
H238,EV238,ev,127042550.01495592,3471.9813186728225,0.8976657464806193,0.8106219676517508,5,5,32,6,5,5,0.9900081553161834,18.078245250846585,6.917871513487551,9.999999994448986e-08,31.103516064505275,1.4948403404201653,6.3850203078633925,True,False,0,0,0,0,1,53.5485702369666,AN,230.0,0.0,50.0,230.134.239.194,10215,224.0.2.0,10000,17.772323090822,5.87738551146041,17.651600395817205,5.734085595541347,18.1568543239723,5.604840135580872,18.1044240539473,6.531920596012909,18.443480500115868,6.091997609551654,17.441081046817946,7.243275059787525,18.67338163496515,4.751396446834064,17.769647989387742,5.307642602422616,17.61868246447011,5.999375982562537,19.086552637330364,7.500818425250736,battery,tesla_s85_90kwh,0,0,0,0,0,0,0,53.710460530876844,58.65978541501897,35.822727465461675,18.4623103653472
H239,EV239,ev,242205338.16111162,1938.7499219392366,0.9032799035817152,0.5065086055814805,5,5,9,18,5,5,0.9900524665859716,19.164038036903452,6.98745222819652,1.0000000009403646e-07,11.34574656129047,0.9233321981319597,6.373780433533999,True,False,0,0,0,0,0,61.567212675698045,BN,230.0,120.0,50.0,230.135.82.148,12605,224.0.2.0,10000,17.61841031243612,4.578965024958104,18.39624019346666,5.637261306657296,18.777168676135634,5.137987300845593,17.687192393467093,5.744343372324671,17.852386996011134,4.4726378771442645,18.202693978052704,4.84171544043731,18.392455326863338,6.865751949990035,18.275726730822534,5.188587274199074,17.913733303708007,5.466012663757429,17.636731509027882,5.623528716931441,battery,ford_focus_23kwh,0,0,0,0,0,0,0,34.006294272332454,35.450567992170456,48.669967294545444,24.04149630215557
H240,EV240,ev,253505003.4360992,4836.3767130046435,0.8970875530041656,0.5005138678547848,5,5,49,5,5,5,0.9900254087396836,20.296882297013397,6.869019541406578,9.999999995404265e-08,29.51037774676078,0.8789386071068943,6.2855403600912405,True,False,0,0,0,0,1,67.9682243520165,CN,230.0,-120.0,50.0,227.129.232.59,11831,224.0.2.0,10000,17.471101798229842,7.628171856138133,18.429688890005785,7.20119884164413,17.15732878206201,7.1766668737360675,18.43692353090349,3.993228787101431,18.059818977535574,7.726601975618144,17.87480792131345,5.2845966497295445,18.139948405523526,6.02441767011873,18.47686429757544,5.316751224007236,17.72295231525067,5.2695340992250355,17.80011864867102,5.725741910853662,battery,tesla_powerwall_13kwh,0,0,0,0,0,0,0,21.517348162962822,55.54066709912475,58.71721109733032,59.73940493308918
H241,EV241,ev,168671396.50001514,2564.823426506276,0.9001771905166901,0.6802594913743385,5,5,58,3,5,5,0.9900707007788001,19.929934995515154,6.93164732589639,9.999999983673385e-08,45.66245657439301,0.8478704582230009,6.413326694502714,True,False,0,0,0,0,1,62.7397520039387,AN,230.0,0.0,50.0,235.30.180.233,12232,224.0.2.0,10000,17.840641883221647,6.940485277085867,18.550483184401866,6.191766068457326,18.616434927103462,5.930891191269134,18.266451739958246,5.689860289102095,17.766728595493788,5.692727840880591,18.165937221426834,5.914078735509307,19.00205277667728,7.14731872078265,18.100471837545147,5.830180715130755,19.12077372247565,4.646424648191571,18.484350737003506,5.296883147823243,battery,nissan_leaf_30kwh,0,0,0,0,0,0,0,22.844411008723743,21.09575021375406,36.8818976381187,14.500288030803222
H242,EV242,ev,299046411.6897951,2085.048840234341,0.8978918891797659,0.6457524972064692,5,5,0,37,5,5,0.9900517934651505,17.84905271140349,6.858677649439244,1.0000000010786588e-07,44.184080147807194,1.740003579952173,6.695057681068236,True,False,0,1,0,0,1,62.917262907305826,BN,230.0,120.0,50.0,225.71.6.135,11798,224.0.2.0,10000,18.259959953387256,5.979336367456332,17.426178409878737,7.637118174305198,17.761213122921696,5.775179662133057,18.272945030740583,6.409232560116999,18.210947353303233,6.828265967093323,17.722597017237916,4.320116343193464,17.983691210251564,5.232945834802269,16.359231015648557,3.833695983772229,18.90542873060047,5.247039810426154,18.682796304299693,7.528048807909119,battery,tesla_powerwall_13kwh,0,0,0,0,0,0,0,37.05907529903361,30.65738552346653,30.79140077136334,37.20323813994479
H243,EV243,ev,33038851.19771338,6649.837772004122,0.897998881328964,0.7818083911274054,5,5,25,39,5,5,0.990015584109599,20.644052380071937,6.931501968881601,9.999999978775061e-08,25.671842502995982,0.5098882552047396,6.296124034527275,True,False,0,0,0,0,0,50.68523720877075,CN,230.0,-120.0,50.0,236.140.180.28,10116,224.0.2.0,10000,17.55006198258953,4.650364530781373,18.179458378325364,6.825308099311977,18.522790501840806,7.288980085831841,17.443237828269506,6.065237567668543,18.630936359628024,5.407009094990841,18.292243752159568,5.705047711980995,17.76619763617757,5.98064003897806,18.153656999742108,6.931080579667747,17.719153873747732,6.569774813283824,18.50747083656924,5.972358483016358,battery,ford_focus_33kwh,0,0,0,0,0,0,0,15.198539013010524,24.1952402762172,40.132318686349734,28.83565739421841
H244,EV244,ev,217472108.1380298,2172.3254568433676,0.8977216714427351,0.8020134833473089,5,5,59,35,5,5,0.9900519209969495,19.067541168608603,6.806633436721665,9.999999989902872e-08,37.10537936095976,1.111468270755587,6.725784732752426,True,False,0,0,0,0,1,26.03175787830643,AN,230.0,0.0,50.0,229.18.150.119,12535,224.0.2.0,10000,17.559712299724506,6.970841371993398,17.54987748199799,6.4429160401357315,17.315613244857357,6.901916645893915,18.048498765158737,6.468181495911585,17.476540209526682,4.868692671712422,17.416644824572433,4.290992391234481,17.024573815978318,4.463400408723791,17.2903867943698,5.37633559387593,18.292978764136137,5.90725943455627,17.357194873147986,5.563431050139496,battery,tesla_powerwall_13kwh,0,0,0,0,0,0,0,36.22413101014212,45.329918043550116,14.719555354872183,30.89423491372218
H245,EV245,ev,277365625.16214603,7247.322990834565,0.9007775939520932,0.9068497830037869,5,5,6,17,5,5,0.9900340324912409,18.373481474797703,6.977300916350114,9.999999988749543e-08,19.35195197705943,0.5938705056955281,6.009637135969035,True,False,0,1,0,0,1,70.7008656123602,BN,230.0,120.0,50.0,238.211.107.161,12002,224.0.2.0,10000,18.666434537640924,6.796307674406195,17.165502786272754,7.4396379156780625,18.0390452591816,6.179296894477774,17.5927160292262,6.586180208926927,18.543583154985864,4.938360127564797,18.121751803776412,6.115982546746156,17.48619727270032,5.337035800393812,17.57578978201463,7.817105059598901,18.76253903921415,5.648392238967505,18.156476795925812,4.96726191780677,battery,mitsubishi_imiev_16kwh,0,0,0,0,0,0,0,5.554937490617224,20.73341830022602,19.283492399584112,57.658018481302186
H246,EV246,ev,95889829.04357381,4801.442685266006,0.8987126704236982,0.536860928765607,5,5,23,14,5,5,0.9900350297269359,17.606171818120433,6.964975439634327,1.0000000004407584e-07,13.783066589540649,0.31593606424626286,6.248771638703873,True,False,0,0,0,0,1,28.437832537318116,CN,230.0,-120.0,50.0,238.77.82.33,11631,224.0.2.0,10000,18.772005855325794,5.8238878026398115,17.70330352221227,6.089787716318867,18.10029367032176,4.903833932227817,17.195710303188555,5.757632692989269,18.14788207505094,5.195008310208875,18.19478744669147,5.121782976572909,19.015765723682282,6.397685704955386,18.69397134420836,5.352290444087849,17.771681370739493,5.270584709090922,17.321547215805133,6.48000794160954,battery,tesla_powerwall_13kwh,0,0,0,0,0,0,0,58.27607507541318,33.252534291650264,41.03562177756987,51.507202723413016
H247,EV247,ev,113693658.02222294,6905.64440174764,0.8983277226081425,0.9939035363905293,5,5,4,38,5,5,0.990025029414033,19.56259043378546,6.7608647381555835,1.0000000006556265e-07,16.49126269720106,0.8333127453060707,6.559064781711594,True,False,1,0,0,0,1,52.65079189755403,AN,230.0,0.0,50.0,234.36.214.72,11473,224.0.2.0,10000,17.756890888480175,4.393283176546654,16.520186717424487,6.395789568037903,17.792622562428004,3.59149204607634,18.0886469130696,6.134260306943615,18.259015197190298,5.297185674332023,17.79608566004611,4.466533846026752,18.23251800532401,5.292848446828326,18.263385732583583,5.301174525413821,17.329720350613883,7.377780863141583,18.835888107551998,4.727670631645187,battery,tesla_s60_60kwh,0,0,0,0,0,0,0,43.85439385266947,16.00783354149782,33.14215213390764,33.476006680453494
H248,EV248,ev,185695113.0169321,6288.067799099818,0.9023471263549852,0.754229904455614,5,5,9,50,5,5,0.9900178002374361,20.107220237609955,6.903623079553346,9.999999990999085e-08,43.93392981592636,0.5492497268156638,6.576648120079196,True,False,0,1,0,0,1,23.048291233085532,BN,230.0,120.0,50.0,226.111.83.45,10214,224.0.2.0,10000,18.116271988671993,4.537835571234298,17.853243824392568,6.868100669126537,16.970970696182746,5.380187730603124,18.122901149956665,6.603334744961321,17.481433101094588,6.010955851368233,17.54843173096392,5.995453730066708,18.098529845535424,6.279466185479373,18.220679186100643,7.539007933593069,17.98411670621419,4.363946769968356,17.808831031689625,5.40154950171713,battery,nissan_leaf_30kwh,0,0,0,0,0,0,0,28.87110085920446,11.926148315973942,6.443372358892605,56.71473857256554
H249,EV249,ev,117660114.49133207,4304.079103833151,0.9003679484081123,0.9189399825614519,5,5,49,59,5,5,0.9900592188234973,20.737399556991367,6.965733842262582,1.0000000003527542e-07,22.637624760643686,1.601948654450397,6.94872858584529,True,False,1,0,0,0,1,28.3819458135346,CN,230.0,-120.0,50.0,237.191.93.220,11529,224.0.2.0,10000,17.107553125069657,6.337020742321916,18.333343228525507,6.629072222861274,17.95267048793472,5.848717972364313,17.863274685602285,6.560127973060195,18.084682849526736,6.506552995223281,18.553497508201396,8.233790675884876,17.622177830774508,6.965435817009761,17.993583604423062,6.07342139444858,17.335421642340467,6.390393723409482,17.181593365119245,5.835678998662738,battery,tesla_s60_60kwh,0,0,0,0,0,0,0,58.12191121286409,58.52411634210038,33.854469817897844,39.99362391005232
H250,EV250,ev,202388742.28516173,6240.138538729788,0.9022486312848554,0.7228363989051428,5,5,20,4,5,5,0.9901071237736269,18.991353728262087,6.998763212172028,9.99999999789623e-08,43.708327886279356,0.654404093016907,6.589747258921415,True,False,0,0,0,0,0,50.292424048225286,AN,230.0,0.0,50.0,236.87.180.253,10167,224.0.2.0,10000,17.930230538724924,5.544847559638629,18.31881444466529,5.464208194662629,18.371391406404157,6.152032091384212,18.328204439801972,6.376090757576324,18.612127052993852,6.060546566279225,18.192813086510316,3.403699423155478,18.304656035002516,7.757834039408623,18.664138551634593,7.495178813187357,17.6715533705032,4.789254002441588,17.291950128317662,7.056283731242118,battery,tesla_3_75kwh,0,0,0,0,0,0,0,47.71912452518632,33.053773910533685,39.767313833680774,12.89570741211546
H251,EV251,ev,122257126.17098983,5844.093465844719,0.9022070205641608,0.7801747611140448,5,5,54,20,5,5,0.9900088170294702,18.226885734256626,6.8538329749717075,9.999999986451348e-08,14.718636819506175,0.4918924194181173,6.887123294258698,True,False,0,0,0,0,1,50.27746578083418,BN,230.0,120.0,50.0,237.142.77.5,10502,224.0.2.0,10000,16.92422743930693,4.429600207735212,18.223729759532638,4.7824702167291875,17.777697695375206,4.981074641706648,17.41491900020567,6.08100903149396,17.917813138245034,6.293534502429428,18.087253358235394,6.949573593188347,18.06845095958306,5.943224966864302,17.498754664137405,7.935379470924366,18.067902990181363,5.146947513793788,17.90665476385506,7.052198708761011,battery,tesla_s85_90kwh,0,0,0,0,0,0,0,57.11240145674687,17.223361629033185,18.347205825195868,36.984436421610766
H252,EV252,ev,152351974.91575524,4881.967595897935,0.8966974537680458,0.7074422017024345,5,5,51,51,5,5,0.9901000337129862,19.33836433570619,6.898428752219515,9.999999980817807e-08,23.459854241396084,1.2335784385718038,6.789236224660177,True,False,0,0,0,0,0,33.16161592764813,CN,230.0,-120.0,50.0,228.235.129.39,11057,224.0.2.0,10000,18.20441715884693,7.567287947903964,17.458155626384887,6.660164063270101,18.773072219581813,5.535268244639251,18.313132171557108,6.46596489008961,17.686275856391273,5.894729024734387,17.6302443852732,7.332101363140991,17.656032704267385,4.358778331342512,17.622108080411426,5.617301387544471,18.04219353511278,8.638080023245722,17.998645960310782,6.8992593591803075,battery,mitsubishi_imiev_16kwh,0,0,0,0,0,0,0,36.43876815964988,40.26280293062762,43.303727663635634,34.11929331133288
H253,EV253,ev,261735601.48956522,7080.073562251926,0.9014703658796985,0.9541349693480556,5,5,30,9,5,5,0.9900929443206108,18.42157303117775,6.9434853062539,1.0000000007861206e-07,39.74567423659828,0.8891382074505785,6.694731006808368,True,False,0,0,0,0,1,40.17776954514776,AN,230.0,0.0,50.0,231.241.86.247,11933,224.0.2.0,10000,18.51100846869003,5.996536394058758,17.634304733822066,6.43167791079146,18.925349468717748,3.9988193735244146,18.009305568520016,7.266024574652352,17.93823885334344,7.250773388117275,17.21166948917028,6.997193532633322,17.83038829778399,6.312202101686816,17.66930592223343,6.791083069924455,16.766283561330955,6.543914616106139,18.367076497824197,4.859143256476323,battery,ford_focus_23kwh,0,0,0,0,0,0,0,45.0188311136933,59.246565138013864,30.736078835964936,8.917751739373394
H254,EV254,ev,269971536.83437145,4537.502560142638,0.9001653624716796,0.5542743054783442,5,5,8,37,5,5,0.9900148422343458,17.44805231302119,6.860174828452882,9.999999989354549e-08,42.34920670646473,1.327431254573228,6.392267053214308,True,False,0,1,0,0,1,66.7875702057297,BN,230.0,120.0,50.0,233.233.86.221,11906,224.0.2.0,10000,17.978291443935362,5.681304370008105,18.07297543810903,6.760728013792066,17.7756479281809,4.9096833572753855,18.30785815633484,5.648840921827256,18.632929025728558,4.908903407599121,16.79321861965696,6.319150948940928,17.89436514318686,5.338047104321097,18.799511445884605,5.275483967886132,17.690548769263174,7.1962768195228985,18.474330345216696,7.592717113916411,battery,mitsubishi_imiev_16kwh,0,0,0,0,0,0,0,22.015272947058577,44.36388679856678,41.83532469068113,13.532307057982688
