house,name,with_dr,cop,heating_setpoint,cooling_setpoint,tolerance,temp_max,temp_min,temp_in,temp_mat,temp_out,p_status,a_status,p_demand,a_demand,mode,d_priority,priority,floor_area,ceiling_height,heating_power_thermal,cooling_power_thermal,heating_power,cooling_power,ventilation_power,standby_power,min_heatingtime,min_coolingtime,cooling_counter,heating_counter,charging_counter,discharging_counter,mass_change,volume,air_part,material_part,Ua,Um,Ca,Cm,Cp,mass_fraction_external_heat,mass_fraction_internal_heat,schedule_skew,phase,voltage,angle,frequency,mcast_ip_local,mcast_port_local,mcast_ip_global,mcast_port_global,s0,e0,s1,e1,s2,e2,s3,e3,s4,e4,s5,e5,s6,e6,s7,e7,s8,e8,s9,e9,load_class,load_type,profile,skew,irradiance,irradiance_roof,irradiance_wall1,irradiance_wall2,irradiance_wall3,irradiance_wall4,min_cycletime,min_chargingtime,min_dischargingtime
H225,AC225,True,3.9973352891915925,22.170602154444797,21.89478224702721,0.4,22.39478224702721,21.670602154444797,20.195213901032012,23.176814934151675,22.32798502698391,0,0,0,0,1,18,2.429999999999991,105.15766363160837,2.4,15100.0,-11300.0,3777.5164972597963,-2826.8832065586557,10.515766363160838,1.804297897188068,120,60,84,87,5,5,1.9388189520755743,252.3783927158601,0.7600000000000002,0.23999999999999977,137.61322672291297,688.0661336145648,23637753.963728845,75955801071.76518,1006.0,0.5137068124998035,0.48036658949565586,0.7314401830774204,AN,230.0,0.0,50.0,224.176.200.18,10485,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_9,0,0,0,0,0,0,0,120,5,5
H226,AC226,True,3.9961473848452025,21.181316755210347,21.59950844932835,0.30000000000000004,22.09950844932835,20.681316755210347,22.23413922597605,22.689154583768126,22.01436179253048,1,1,0,0,1,18,3.0199999999999783,143.9742620337962,2.4,20700.0,-15500.0,5179.989126152275,-3878.7358190995296,14.397426203379622,1.795478866921845,60,60,85,17,5,5,1.3395766125748083,345.5382288811109,0.8800000000000003,0.11999999999999966,182.96733910182385,914.8366955091193,37473065.351162985,51996592682.02943,1006.0,0.4673570677154733,0.5169246520321299,0.4715514678150348,BN,230.0,120.0,50.0,228.79.45.171,10500,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_9,0,0,0,0,0,0,0,120,5,5
H227,AC227,True,4.001512762510954,22.591029369092425,21.636464205334207,0.4,22.136464205334207,22.091029369092425,20.601551477502486,21.166345396170488,20.545885833483837,1,1,0,0,0,18,6.719999999999899,52.0559848650601,2.4,7500.0,-5600.0,1874.2911606493894,-1399.4707332848773,5.20559848650601,1.7958643757091695,120,120,83,84,5,5,3.5821102395836455,124.93436367614423,0.55,0.44999999999999996,72.3581196697949,361.7905983489745,8468081.791199096,70500461422.44818,1006.0,0.5046831114095711,0.4653689982668885,-1.4863952198682036,CN,230.0,-120.0,50.0,233.44.10.115,11921,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_17,0,0,0,0,0,0,0,60,5,5
H228,AC228,True,4.013201765801346,21.397875772849517,22.761986682406306,0.30000000000000004,23.261986682406306,20.897875772849517,22.44500917585609,22.98316157496412,21.42919366196986,0,1,0,0,0,18,4.899999999999938,117.98432529906064,2.4,17000.0,-12800.0,4236.019266428654,-3189.473330016869,11.798432529906066,1.803719940869533,60,60,79,27,5,5,1.0301544886217657,283.1623807177455,0.8500000000000003,0.1499999999999997,150.236016337127,751.1800816856351,29661624.059226334,53262843813.00783,1006.0,0.4800043675781399,0.502224374821711,-1.2689415919932598,AN,230.0,0.0,50.0,226.50.32.246,12722,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_19,0,0,0,0,0,0,0,120,5,5
H229,AC229,True,4.000714794788868,22.789029848654167,21.34656719898111,0.2,21.84656719898111,22.289029848654167,22.166594187189006,21.86598882098448,21.094707428484753,1,1,0,0,0,18,4.379999999999949,153.72504881829028,2.4,22100.0,-16600.0,5524.012866097419,-4149.258532905753,15.372504881829029,1.8011131372042086,60,60,115,113,5,5,1.0879004899895524,368.9401171638967,0.8800000000000003,0.11999999999999966,194.92193989928776,974.6096994964388,40010962.508884355,55518108830.82301,1006.0,0.5021416161262086,0.5097819394126155,-1.487355239397264,BN,230.0,120.0,50.0,235.89.54.145,11959,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_17,0,0,0,0,0,0,0,120,5,5
H230,AC230,True,3.98885049550859,22.237634875421477,21.874960140148055,0.1,22.374960140148055,21.737634875421477,21.265460035141967,21.595094765620043,21.810106644810016,1,1,0,0,1,18,8.229999999999867,59.70532957797379,2.4,8600.0,-6400.0,2156.009609706737,-1604.4722676887345,5.97053295779738,1.8116944070306615,60,120,100,111,5,5,2.4690264823214947,143.2927909871371,0.6800000000000002,0.31999999999999984,83.78093010873916,418.90465054369577,12008083.519807458,57500531167.31835,1006.0,0.505673064284376,0.47631425845006925,-0.3490854485354409,CN,230.0,-120.0,50.0,230.27.227.74,11774,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_19,0,0,0,0,0,0,0,60,5,5
H231,AC231,True,3.997689764750414,21.56829839024148,21.528315049324505,0.1,22.028315049324505,21.06829839024148,20.798346947412316,22.735497042423905,22.903177171065465,1,1,0,0,0,18,3.169999999999975,64.5261697434696,2.4,9300.0,-7000.0,2326.343600246985,-1751.0113120138597,6.4526169743469595,1.7877352038029084,60,120,96,31,5,5,1.2551616048586531,154.86280738432703,0.6800000000000002,0.31999999999999984,88.38379773034137,441.91898865170685,12977662.814522082,62143347347.18271,1006.0,0.48511380535662807,0.44815076713924273,0.3130764175293707,AN,230.0,0.0,50.0,224.163.145.109,11465,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_17,0,0,0,0,0,0,0,60,5,5
H232,AC232,True,4.006875172471013,22.071484369870962,22.067480817238412,0.4,22.567480817238412,21.571484369870962,22.33779179276759,21.975903840975462,22.131952225125175,1,0,0,0,0,18,6.519999999999904,95.15123372084376,2.4,13700.0,-10300.0,3419.1232345157637,-2570.5817018622165,9.515123372084377,1.7983763454841224,120,60,89,88,5,5,3.320578968134262,228.36296093002503,0.7600000000000002,0.23999999999999977,126.87580273402631,634.3790136701316,21388469.221966527,68728116721.50027,1006.0,0.4985592658122946,0.5286823724028242,-0.45070285664684534,BN,230.0,120.0,50.0,238.190.207.57,11445,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_20,0,0,0,0,0,0,0,120,5,5
H233,AC233,True,4.008280799445683,22.29159081375839,21.982951882195177,0.1,22.482951882195177,21.79159081375839,21.331232911510735,20.554455838402326,22.4070501763657,0,1,0,0,0,18,6.129999999999912,83.54819048353704,2.4,12000.0,-9000.0,2993.8022310361875,-2245.351673277141,8.354819048353704,1.8050547027554458,120,120,40,82,5,5,1.577569790892884,200.5156571604889,0.7900000000000003,0.20999999999999974,111.950518425037,559.7525921251851,19521618.73974866,52803793156.64308,1006.0,0.5081551122757636,0.5651784942211618,1.3795740604670959,CN,230.0,-120.0,50.0,224.154.24.186,11353,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_20,0,0,0,0,0,0,0,60,5,5
H234,AC234,True,4.006581920165801,22.15127587936108,21.31266968781367,0.1,21.81266968781367,21.65127587936108,23.28083225102116,22.31350472256157,21.555397890624672,1,0,0,0,0,18,3.6699999999999644,128.02504141738495,2.4,18400.0,-13800.0,4592.443226329581,-3444.332419747186,12.802504141738495,1.7928028307493888,120,120,27,13,5,5,2.884209126229899,307.2600994017239,0.9400000000000004,0.05999999999999961,163.05350254431224,815.2675127215612,35593809.01029703,23118249878.985554,1006.0,0.51432607433852,0.4737399083754639,-1.0505344439969047,AN,230.0,0.0,50.0,230.199.55.194,12620,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_7,0,0,0,0,0,0,0,120,5,5
H235,AC235,True,4.010823156633059,21.608274195047894,22.01964048132521,0.30000000000000004,22.51964048132521,21.108274195047894,22.37348619901322,23.20889683137841,21.726008516909847,0,1,0,0,0,18,3.979999999999958,124.23105951708051,2.4,17900.0,-13400.0,4462.924267901755,-3340.9600664739396,12.423105951708052,1.813738736254595,60,60,40,7,5,5,3.8532223122090157,298.1545428409932,0.8100000000000003,0.18999999999999972,156.7842275408379,783.9211377041895,29762327.768571667,71038301377.29494,1006.0,0.5754608233682751,0.4866328200193655,-0.6660535759602758,BN,230.0,120.0,50.0,224.76.116.193,10064,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_20,0,0,0,0,0,0,0,120,5,5
H236,AC236,True,4.014432214570234,22.940642429330477,22.347877302873425,0.2,22.847877302873425,22.440642429330477,23.181984212983817,21.77555758398673,22.240604814149442,0,0,0,0,1,18,8.719999999999857,113.95018877901043,2.4,16400.0,-12300.0,4085.260162191008,-3063.945121643256,11.395018877901045,1.7974688955050193,120,120,98,91,5,5,2.220054317633783,273.480453069625,0.8600000000000003,0.13999999999999968,147.52352134324025,737.6176067162012,28984458.25326933,48012228340.90325,1006.0,0.4795952463248325,0.5116978562258048,0.4347243246193907,CN,230.0,-120.0,50.0,226.167.53.179,10069,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_20,0,0,0,0,0,0,0,120,5,5
H237,AC237,True,3.997273764915722,21.640127958709456,22.03407144790375,0.1,22.53407144790375,21.140127958709456,20.692947965931836,23.234729185656885,22.041705262151716,1,1,0,0,0,18,8.389999999999864,113.53836110210871,2.4,16300.0,-12200.0,4077.7792462117404,-3052.0801720112413,11.353836110210871,1.8026544515580452,60,60,66,40,5,5,2.8582443620388465,272.4920666450609,0.6400000000000001,0.3599999999999999,147.73131727584143,738.6565863792072,21491873.820636775,123013818566.24625,1006.0,0.49152358514477157,0.5268996610854999,0.9783197865129436,AN,230.0,0.0,50.0,236.228.180.55,12204,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_9,0,0,0,0,0,0,0,120,5,5
H238,AC238,True,3.9896685645260335,21.971847680163197,22.60524362317488,0.1,23.10524362317488,21.471847680163197,23.236668656914432,20.759856015985036,21.703728617082916,0,1,0,0,0,18,4.959999999999937,119.22313234898611,2.4,17200.0,-12900.0,4311.135053405955,-3233.351290054466,11.922313234898612,1.7906441808832994,120,120,86,74,5,5,3.899253463875454,286.13551763756664,0.8700000000000003,0.12999999999999967,153.48417327775326,767.4208663887663,30678312.544869747,46645812085.276,1006.0,0.4298808196166573,0.48919211077079444,-0.7923435687226694,BN,230.0,120.0,50.0,232.173.107.89,11606,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_9,0,0,0,0,0,0,0,60,5,5
H239,AC239,True,3.991778458331852,22.221813640595467,22.080175180381143,0.1,22.580175180381143,21.721813640595467,21.411381651075168,21.717391718944427,21.71274960839073,1,0,0,0,0,18,4.579999999999945,102.54256546641624,2.4,14800.0,-11100.0,3707.6205892911353,-2780.715441968351,10.254256546641624,1.8050151206690677,60,120,36,56,5,5,1.3236454443472194,246.10215711939895,0.8200000000000003,0.17999999999999972,140.81676395989996,704.0838197994998,24869652.570258748,55550178904.99065,1006.0,0.5282036470643044,0.461765123845273,0.29730786518065067,CN,230.0,-120.0,50.0,229.137.201.28,12221,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_19,0,0,0,0,0,0,0,120,5,5
H240,AC240,True,4.014827104484212,21.541322407052647,21.826108540272944,0.1,22.326108540272944,21.041322407052647,21.89592309869542,20.805554641181494,22.491424193940073,1,0,0,0,0,18,3.209999999999974,89.84031040578495,2.4,12900.0,-9700.0,3213.0897954713478,-2416.0442648117887,8.984031040578495,1.8043373256197053,120,120,88,39,5,5,2.9107983970746396,215.61674497388387,0.8100000000000003,0.18999999999999972,117.7314946664357,588.6574733321785,21523254.93738193,51372845657.47749,1006.0,0.5159125131917789,0.45621397208178105,-0.9110789445813542,AN,230.0,0.0,50.0,236.78.167.98,12773,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_9,0,0,0,0,0,0,0,120,5,5
H241,AC241,True,4.002710512242306,22.700057846264116,22.052050577266304,0.2,22.552050577266304,22.200057846264116,21.864463422736417,19.95582869941719,21.42625428979877,0,0,0,0,0,18,6.839999999999897,72.93425486882015,2.4,10500.0,-7900.0,2623.2224308717077,-1973.6625908463325,7.293425486882015,1.8072083945558122,120,120,104,48,5,5,2.973186449001221,175.04221168516835,0.51,0.49,97.43523100954357,487.1761550477179,11001538.264384843,107556437392.06854,1006.0,0.5062836025351652,0.46997675965976615,0.4187668009714145,BN,230.0,120.0,50.0,237.174.117.50,11152,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_17,0,0,0,0,0,0,0,120,5,5
H242,AC242,True,4.014527997288319,22.63452838460605,21.76314293424008,0.4,22.26314293424008,22.13452838460605,21.206523398361703,23.00516213794927,22.597348695042257,1,1,0,0,1,18,6.329999999999908,94.42810786494874,2.4,13600.0,-10200.0,3387.6958908211254,-2540.771918115844,9.442810786494874,1.7979075129099935,120,60,59,99,5,5,3.9079194846102614,226.62745887587698,0.8200000000000003,0.17999999999999972,127.532193933224,637.66096966612,22901652.838374875,51154350017.46287,1006.0,0.49120740997633394,0.49994407684344744,-0.10494812181509242,CN,230.0,-120.0,50.0,231.69.148.173,11377,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_7,0,0,0,0,0,0,0,120,5,5
H243,AC243,True,3.9882410274021867,21.049279811588438,22.942196762592793,0.30000000000000004,23.442196762592793,20.549279811588438,23.398963051142164,22.606563052040233,22.525098510580882,1,1,0,0,0,18,8.969999999999851,36.62947472274264,2.4,5300.0,-4000.0,1328.9066442035605,-1002.9484107196682,3.6629474722742645,1.8061777181427234,60,60,52,12,5,5,2.3680441627874047,87.91073933458235,0.52,0.48,54.762202881167035,273.8110144058352,5633596.288406782,52915232220.2718,1006.0,0.4813015012553809,0.5136566658821102,-0.8221770651365604,AN,230.0,0.0,50.0,233.59.111.166,12079,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_19,0,0,0,0,0,0,0,60,5,5
H244,AC244,True,3.9722692115462275,21.641400825032843,21.42283156669449,0.2,21.92283156669449,21.141400825032843,21.875104488558524,22.21784993473746,22.186352688851734,1,1,0,0,0,18,3.8899999999999597,31.57949071502521,2.4,4500.0,-3400.0,1132.853731796378,-855.9339306905968,3.157949071502521,1.8005396050748286,60,120,15,71,5,5,1.3950421430557673,75.7907777160605,0.7200000000000002,0.2799999999999998,47.26640310458903,236.33201552294514,6724953.80483366,26611657871.663143,1006.0,0.4607397029351341,0.5157018740214149,0.789093456579861,BN,230.0,120.0,50.0,235.207.98.63,10139,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_20,0,0,0,0,0,0,0,120,5,5
H245,AC245,True,4.020086215397629,21.332039286782514,21.976821939453455,0.1,22.476821939453455,20.832039286782514,22.500761221773384,21.189810182168436,22.79286226461793,1,0,0,0,0,18,5.4499999999999265,34.486466622928646,2.4,5000.0,-3800.0,1243.7544202035099,-945.2533593546675,3.4486466622928647,1.7967823525544033,60,120,108,32,5,5,3.1251996381906455,82.76751989502874,0.8400000000000003,0.1599999999999997,52.20554283245309,261.02771416226545,8568004.25297082,16606475191.738535,1006.0,0.6249299954970844,0.4559195868114522,0.7594184265455683,CN,230.0,-120.0,50.0,225.43.192.166,12552,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_7,0,0,0,0,0,0,0,60,5,5
H246,AC246,True,4.0223033585496335,21.85491299080352,22.675581128973015,0.1,23.175581128973015,21.35491299080352,24.31924065544968,23.986903744990784,22.128013976770475,0,1,0,0,1,18,2.8299999999999823,103.90798871639718,2.4,15000.0,-11300.0,3729.2065423451095,-2809.335595233316,10.390798871639719,1.7987650332160394,60,60,58,93,5,5,1.68702705789569,249.37917291935324,0.9100000000000004,0.08999999999999964,133.6948839398434,668.474419699217,27966751.147781353,28144933455.678093,1006.0,0.5127052099820518,0.4660407499576639,0.4754864276478223,AN,230.0,0.0,50.0,224.108.92.165,11743,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_20,0,0,0,0,0,0,0,60,5,5
H247,AC247,True,3.991476588223658,21.56413266136419,21.295195667238648,0.1,21.795195667238648,21.06413266136419,21.537062609167407,22.616261074830284,21.22490309396391,0,1,0,0,0,18,6.279999999999909,60.05091399667105,2.4,8600.0,-6400.0,2154.591116824586,-1603.4166450787618,6.005091399667105,1.8003202511679477,120,120,28,25,5,5,1.3496349119291369,144.12219359201052,0.5900000000000001,0.4099999999999999,82.51485621717504,412.5742810858752,10479083.977136917,74098984613.39627,1006.0,0.530489672628777,0.5033768836516643,0.43227128487949623,BN,230.0,120.0,50.0,224.159.135.217,10940,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_17,0,0,0,0,0,0,0,120,5,5
H248,AC248,True,4.012049148101342,22.818340630757984,21.33422665322017,0.1,21.83422665322017,22.318340630757984,21.93987455023059,21.34327510392788,22.221376854274087,1,1,0,0,1,18,5.649999999999922,28.534255677898027,2.4,4100.0,-3100.0,1021.9216785866843,-772.672488687493,2.853425567789803,1.7930255292495816,60,60,83,111,5,5,3.170419481709115,68.48221362695526,0.7500000000000002,0.24999999999999978,44.71026720408791,223.55133602043958,6329647.124353029,21469173972.050457,1006.0,0.49262936061507406,0.5476460565139981,1.3269066740418072,CN,230.0,-120.0,50.0,238.187.117.85,10194,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_7,0,0,0,0,0,0,0,120,5,5
H249,AC249,True,3.9989378951686607,22.15821062363326,21.621127223620988,0.4,22.121127223620988,21.65821062363326,21.817668785400976,20.848580271085297,22.850275112863837,1,1,0,0,1,18,4.82999999999994,152.9699641695637,2.4,22000.0,-16500.0,5501.460782019001,-4126.095586514251,15.29699641695637,1.7974762568978941,60,60,72,93,5,5,2.521541009902856,367.12791400695284,0.6800000000000002,0.31999999999999984,192.69449096308847,963.4724548154423,30765697.44701194,147321089332.70996,1006.0,0.503796029735803,0.4627133465807885,-1.3494497552121072,AN,230.0,0.0,50.0,228.215.93.213,10616,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_9,0,0,0,0,0,0,0,120,5,5
H250,AC250,True,4.009805869534762,21.68883600900898,21.352151583103616,0.1,21.852151583103616,21.18883600900898,20.803574724476928,22.41402223516865,22.02236038054006,1,1,0,0,1,18,7.789999999999877,86.54221371915018,2.4,12500.0,-9400.0,3117.357898787832,-2344.25313988845,8.65422137191502,1.8012025388042148,60,120,34,93,5,5,2.1375488101917597,207.70131292596042,0.8900000000000003,0.10999999999999965,114.98659503496944,574.9329751748472,22780837.90671801,28650319105.00689,1006.0,0.48026252389490115,0.5597372711332906,1.1163672752427498,BN,230.0,120.0,50.0,229.87.158.141,12334,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_9,0,0,0,0,0,0,0,120,5,5
H251,AC251,True,4.020304943488745,22.44007008478274,21.201973467755632,0.4,21.701973467755632,21.94007008478274,23.0009299496961,21.530084092118926,22.385486936961534,1,1,0,0,0,18,3.0899999999999768,120.71412416331532,2.4,17400.0,-13100.0,4328.029899368928,-3258.459292053619,12.071412416331533,1.8034653943507932,60,60,28,3,5,5,1.7740618752014294,289.71389799195674,0.6000000000000001,0.3999999999999999,151.2870866366346,756.435433183173,21422049.83383422,145320491232.76547,1006.0,0.46240125934572035,0.4793481047085535,0.3845116144003635,CN,230.0,-120.0,50.0,225.166.77.92,12510,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_17,0,0,0,0,0,0,0,120,5,5
H252,AC252,True,3.992600497636829,21.010107666000007,21.38257246807529,0.4,21.88257246807529,20.510107666000007,21.285310336097545,21.007559230230864,21.79045808625749,0,1,0,0,1,18,6.179999999999911,71.66402018362709,2.4,10300.0,-7700.0,2579.772257729378,-1928.5676101472047,7.166402018362709,1.791575494269627,60,120,107,109,5,5,2.118134506947437,171.99364844070502,0.7800000000000002,0.21999999999999975,96.99188656104045,484.95943280520225,16532839.789869688,47449607731.82165,1006.0,0.5167362829729497,0.5394843635534763,-0.1730621068676283,AN,230.0,0.0,50.0,232.133.45.89,10015,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_20,0,0,0,0,0,0,0,60,5,5
H253,AC253,True,4.001414996928174,21.717386366751487,21.978028961603464,0.1,22.478028961603464,21.217386366751487,22.972355786688027,21.418137292473055,22.779869991388818,0,0,0,0,0,18,2.2099999999999955,41.853785027026035,2.4,6000.0,-4500.0,1499.4695637933355,-1124.6021728450016,4.185378502702604,1.8007184536531393,60,120,41,6,5,5,1.7519347239120706,100.44908406486248,0.8800000000000003,0.11999999999999966,60.208397259648926,301.04198629824464,10893541.66054425,15115578170.080463,1006.0,0.41917718262660086,0.4512722284623917,-1.1202408988903452,BN,230.0,120.0,50.0,230.43.250.91,12840,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_9,0,0,0,0,0,0,0,120,5,5
H254,AC254,True,4.00680976778187,21.994121096389964,21.89398691467119,0.30000000000000004,22.39398691467119,21.494121096389964,22.465154465244897,22.00302993626603,21.798467151069776,1,1,0,0,0,18,3.069999999999977,70.56534039865393,2.4,10200.0,-7700.0,2545.6661511651,-1921.728369016791,7.056534039865394,1.8013723314824206,60,60,33,65,5,5,1.1025402038703742,169.35681695676942,0.6200000000000001,0.3799999999999999,94.00067365486211,470.00336827431056,12940016.124930428,80701910416.23976,1006.0,0.5376957989261211,0.480018000593712,1.3528877788212872,CN,230.0,-120.0,50.0,236.98.59.29,10370,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_19,0,0,0,0,0,0,0,120,5,5
H255,AC255,True,3.991050309737953,22.281537772931532,21.204806183770035,0.1,21.704806183770035,21.781537772931532,19.886629649746595,22.381472004104015,22.171157091832402,0,0,0,0,1,18,2.559999999999988,136.21482954422058,2.4,19600.0,-14700.0,4910.987955270078,-3683.240966452558,13.621482954422058,1.8047624284954185,120,120,40,65,5,5,2.2483351849868156,326.91559090612935,0.6400000000000001,0.3599999999999999,173.8672033964991,869.3360169824955,25784341.967303272,147582774358.66296,1006.0,0.46003766924141254,0.4582777688979143,-0.29678648663229373,AN,230.0,0.0,50.0,229.50.94.81,11125,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_7,0,0,0,0,0,0,0,60,5,5
H256,AC256,True,4.012195901685895,21.621554216318163,21.247434397176825,0.1,21.747434397176825,21.121554216318163,21.73485057198204,20.658510976986342,22.321980050004676,0,0,0,0,1,18,4.759999999999941,76.3523114989167,2.4,11000.0,-8300.0,2741.640804572349,-2068.692607086409,7.635231149891671,1.793607295027502,120,120,114,106,5,5,1.0279237766720004,183.24554759740008,0.7500000000000002,0.24999999999999978,102.9487316377107,514.7436581885535,16936947.44913794,57447479171.784874,1006.0,0.5240092886861436,0.4732943198581353,-1.4456321198543345,BN,230.0,120.0,50.0,229.37.132.22,12128,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_9,0,0,0,0,0,0,0,60,5,5
H257,AC257,True,3.997197048480107,21.731061482961156,21.23915071776556,0.4,21.73915071776556,21.231061482961156,21.995858416080114,21.302108897426006,22.51168892429517,0,1,0,0,0,18,2.179999999999996,129.1068389362146,2.4,18600.0,-13900.0,4653.260716049127,-3477.4367716711217,12.91068389362146,1.7951221458946196,120,60,118,48,5,5,1.202787918546541,309.856413446915,0.5800000000000001,0.41999999999999993,167.0542494153222,835.271247076611,22147715.120538197,163195175834.22116,1006.0,0.5353118995355209,0.44048087102342015,-0.009240780670782144,CN,230.0,-120.0,50.0,234.79.204.242,12406,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_9,0,0,0,0,0,0,0,60,5,5
H258,AC258,True,4.013153621921181,22.302345685151725,22.835722339982038,0.1,23.335722339982038,21.802345685151725,22.51762527914596,23.761814958463596,21.992330424636705,0,0,0,0,0,18,7.2799999999998875,73.36180210539665,2.4,10600.0,-8000.0,2641.3142876214033,-1993.444745374644,7.336180210539665,1.788780661036679,120,120,66,17,5,5,2.699759728504397,176.06832505295196,0.52,0.48,99.46492344861961,497.3246172430981,11283011.26838682,105979046215.87285,1006.0,0.4681637552907366,0.536873469567167,-0.22175021738081901,AN,230.0,0.0,50.0,237.77.123.198,11322,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_9,0,0,0,0,0,0,0,60,5,5
H259,AC259,True,4.0060741103596795,21.891135923744475,21.66568784867042,0.1,22.16568784867042,21.391135923744475,23.119432991620002,20.738092793869754,22.72577041705318,0,1,0,0,0,18,8.629999999999859,67.48602162653384,2.4,9700.0,-7300.0,2421.3231539865596,-1822.2328890826686,6.748602162653384,1.807075708645038,120,60,111,70,5,5,3.9271753356373473,161.96645190368122,0.9000000000000004,0.09999999999999964,93.13304611736538,465.6652305868269,17964205.867263746,20310593068.721554,1006.0,0.5201215329822779,0.49463575376782254,1.4948894191209063,BN,230.0,120.0,50.0,226.219.152.206,11432,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_19,0,0,0,0,0,0,0,60,5,5
H260,AC260,True,3.9759146131678658,21.80496851941861,21.961846236055756,0.1,22.461846236055756,21.30496851941861,23.522778654962476,21.100013476580887,22.767365506501182,1,0,0,0,1,18,6.379999999999907,43.79741900997005,2.4,6300.0,-4700.0,1584.5410711625889,-1182.1179419784394,4.379741900997005,1.8022194254180297,60,120,34,47,5,5,1.2696340591779849,105.11380562392812,0.6400000000000001,0.3599999999999999,63.18581878058146,315.9290939029073,8290489.609809528,47452576410.86609,1006.0,0.479804118106899,0.4362693101474321,-1.0898554036559718,CN,230.0,-120.0,50.0,232.93.142.243,11784,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_20,0,0,0,0,0,0,0,60,5,5
