house,name,with_dr,cop,heating_setpoint,cooling_setpoint,tolerance,temp_max,temp_min,temp_in,temp_mat,temp_out,proposed_status,actual_status,proposed_demand,actual_demand,mode,priority,floor_area,ceiling_height,heating_power_thermal,heating_power,cooling_power_thermal,cooling_power,ventilation_power,standby_power,min_heatingtime,min_coolingtime,cooling_counter,heating_counter,charging_counter,discharging_counter,mass_change,volume,air_part,material_part,Ua,U,Um,Ca,Cm,Cp,mass_fraction_external_heat,mass_fraction_internal_heat,schedule,schedule_skew,phase,voltage,angle,frequency,mcast_ip_local,mcast_port_local,mcast_ip_global,mcast_port_global,s0,e0,s1,e1,s2,e2,s3,e3,s4,e4,s5,e5,s6,e6,s7,e7,s8,e8,s9,e9,connected,load_class,load_type,d_priority,profile,skew,irradiance,irradiance_roof,irradiance_wall1,irradiance_wall2,irradiance_wall3,irradiance_wall4,counter,min_cycletime,min_chargingtime,min_dischargingtime
H229,EH229,True,1,19.999432697631338,99999,0.9999533916527462,23.000443595559254,16.999673652075245,21.746827081155125,20.85277643599071,21.530221530733428,0,0,0,0,0,23.02250300996487,40.11761116862536,2.4,3200.0,2400.0,0,0,0,0,3.1070465490684698,4.350601040375917,0,0,5,5,2.121981255852446,96.28226680470085,0.7100000000000002,0.2899999999999998,51.35727781454887,5.903135380982629,256.7863890727444,842437.3445017801,35014009146.197495,1006.0,0.48577866772272355,0.519084348466766,P1,863,AN,230.0,0.0,50.0,238.147.179.90,10740,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heater,57.628234815695606,P2,0,0,0,0,0,0,0,1.8406774641505308,3.0650931033630413,5,5
H230,EH230,True,1,19.999826908707128,99999,0.9989583864713152,22.999222836841533,16.99919816402285,20.381200882757042,19.574672356120242,21.75306501035487,0,0,0,0,0,52.23363825558458,17.942963680087498,2.4,1400.0,2400.0,0,0,0,0,4.672877107777223,4.220598113988803,0,0,5,5,1.118306150713549,43.063112832209995,0.6200000000000001,0.3799999999999999,26.263059928776453,3.0187425205490177,131.31529964388227,329025.88395417907,20520434526.804703,1006.0,0.5447836664977166,0.5484033934980268,P3,277,BN,230.0,120.0,50.0,231.140.140.105,10365,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heater,55.80123543489135,P3,0,0,0,0,0,0,0,0.85712698440437,4.573434344609026,5,5
H231,EH231,True,1,20.000945234071477,99999,1.0003153359630172,22.998240951936992,16.99843094186131,21.577510403084023,21.964786251669164,22.73282592221346,0,0,0,0,0,31.436085509171967,20.73221308547173,2.4,1700.0,2400.0,0,0,0,0,4.667644871036685,4.730831198752524,0,0,5,5,3.189029409986921,49.75731140513215,0.9400000000000004,0.05999999999999961,29.570071316061483,3.3988587719610903,147.85035658030742,576391.6948432389,3743740110.122119,1006.0,0.47144057845403814,0.4797804132444742,P4,448,CN,230.0,-120.0,50.0,236.43.76.39,10005,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heater,45.320716683720164,P1,0,0,0,0,0,0,0,2.314796853899259,3.8656573721496326,5,5
H232,EH232,True,1,19.998092720132092,99999,1.0004463085887354,22.99938839684899,16.999158887335,21.786690064778472,21.48834022820699,22.98675109227934,0,0,0,0,0,67.33375047165867,11.186664067301637,2.4,900.0,1500.0,0,0,0,0,4.368900742019,3.673384665460899,0,0,5,5,2.668448071611243,26.847993761523927,0.8700000000000003,0.12999999999999967,17.489014201205173,2.0102315173799052,87.44507100602587,287848.55004953314,4376759943.003619,1006.0,0.4893206702964682,0.5621184352689509,P3,275,AN,230.0,0.0,50.0,228.125.191.234,10762,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heater,22.86427476513878,P2,0,0,0,0,0,0,0,2.098585269974096,2.042635673103819,5,5
H233,EH233,True,1,19.999944472615034,99999,0.9990203644865876,22.99807868423196,17.001389938621763,21.168798173056736,21.895451796995935,22.43714487331444,0,0,0,0,0,53.14962161449007,16.55705678644334,2.4,1300.0,2000.0,0,0,0,0,4.388261070966819,2.5751359630875155,0,0,5,5,1.9544769627673024,39.73693628746401,0.8600000000000003,0.13999999999999968,24.09385338866883,2.769408435479176,120.46926694334415,421139.31517208624,6976216534.627165,1006.0,0.5931216999270793,0.4864936235394144,P3,688,BN,230.0,120.0,50.0,228.64.242.159,10727,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heater,46.574090824438734,P1,0,0,0,0,0,0,0,1.004241889978093,2.2342525411236314,5,5
H234,EH234,True,1,19.999090750439095,99999,0.9992398202027599,22.999893087526786,16.99748549470896,21.033221869465855,21.650594367023498,22.336226732855483,0,0,0,0,0,73.43863774836744,22.80820291566467,2.4,1800.0,2400.0,0,0,0,0,3.627932023327598,2.6808120813085887,0,0,5,5,1.432723783335389,54.73968699759521,0.6100000000000001,0.3899999999999999,31.421635327301804,3.6116822215289432,157.10817663650903,411495.5093364826,26770991323.0439,1006.0,0.5235145167276247,0.4864987260046024,P3,263,CN,230.0,-120.0,50.0,238.130.199.218,10758,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heater,37.11893688785065,P3,0,0,0,0,0,0,0,0.2048620396416806,2.6181539504772853,5,5
H235,EH235,True,1,20.000139540326153,99999,0.9993091190732065,23.001222741240646,16.999994133951667,21.60950375580852,21.778483628846654,22.12590861332755,0,0,0,0,0,57.05741773691138,40.28525977643835,2.4,3200.0,2400.0,0,0,0,0,2.2520700277678176,3.151384892734815,0,0,5,5,3.3828060179864847,96.68462346345204,0.52,0.48,51.23510965805157,5.889093064143859,256.17554829025784,619574.7483605711,58196408555.121056,1006.0,0.41575928654634914,0.514578992245632,P4,121,AN,230.0,0.0,50.0,225.214.168.209,12516,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heater,21.964408932176692,P2,0,0,0,0,0,0,0,0.29893746236679675,3.4965074267893703,5,5
H236,EH236,True,1,20.00120491369419,99999,0.9997504596550274,23.001408913151582,16.999593765571817,18.952560911234063,21.195272802083355,22.498565256061983,0,0,0,0,0,47.93995295612651,35.141476140645835,2.4,2800.0,2400.0,0,0,0,0,2.3810194097159227,2.9069742673386454,0,0,5,5,1.774152487432717,84.33954273755,0.6600000000000001,0.33999999999999986,45.294687084188,5.206285871745747,226.47343542094,685974.7545033246,35959007441.5818,1006.0,0.4487836213969043,0.3770393073801823,P4,234,BN,230.0,120.0,50.0,226.232.104.192,12406,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heater,33.1237625828407,P4,0,0,0,0,0,0,0,4.466052903350156,2.0006100166437992,5,5
H237,EH237,True,1,20.00109928895519,99999,0.9990979759112115,22.999759008148857,17.00145747765438,19.118340980350098,21.976926968224262,22.429928699317937,0,0,0,0,1,29.178718813112514,50.06227102777072,2.4,4000.0,2400.0,0,0,0,0,4.439607974797315,2.8861218353274247,0,0,5,5,3.348452570759786,120.14945046664972,0.9000000000000004,0.09999999999999964,64.53781144515364,7.4181392465693845,322.6890572257682,1332592.159011632,15066741088.517822,1006.0,0.510085633609385,0.4676187351320735,P3,86,CN,230.0,-120.0,50.0,228.188.43.67,11648,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heater,40.96660069119523,P2,0,0,0,0,0,0,0,3.4991337232921227,3.580896286554137,5,5
H238,EH238,True,1,19.9991296437079,99999,1.0020320679758448,23.00060653072705,17.002031095589185,19.4427291304032,20.460811356977654,22.06219319284906,0,0,0,0,0,21.11442384238518,14.380050875035545,2.4,1200.0,2000.0,0,0,0,0,3.2649636815268686,2.806776790543073,0,0,5,5,3.381224041556824,34.51212210008531,0.51,0.49,21.62452448835179,2.4855775273967575,108.12262244175895,216907.61327875155,21206318545.61842,1006.0,0.5509418457718099,0.43797323863469,P3,-463,AN,230.0,0.0,50.0,229.52.43.66,10770,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heater,73.83713687304872,P1,0,0,0,0,0,0,0,2.795302041681935,4.061282707517513,5,5
H239,EH239,True,1,19.999227447794876,99999,0.998952100741995,23.000769899309947,16.999441711911857,20.30661367518379,18.78563669324603,22.434402863816292,0,0,0,0,0,60.526465076992366,53.53016294788454,2.4,4300.0,2400.0,0,0,0,0,4.609191365968872,3.998787726862322,0,0,5,5,1.8086473755232615,128.47239107492288,0.6500000000000001,0.34999999999999987,68.64530356813509,7.8902647779465624,343.22651784067546,1029096.5424509223,56386532442.78363,1006.0,0.475236858825317,0.46331371286874895,P3,-320,BN,230.0,120.0,50.0,231.67.193.218,12146,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heater,76.63282291537418,P1,0,0,0,0,0,0,0,2.0726810697240965,3.845952567592787,5,5
H240,EH240,True,1,19.99791215211925,99999,1.0004694397725657,23.000292174050205,17.00043066720372,18.808686104881446,18.463527301255215,21.315458552108442,0,0,0,0,1,37.066331327200885,34.20551334338614,2.4,2700.0,2400.0,0,0,0,0,4.393425804646207,3.7472805941005065,0,0,5,5,1.9447381680217424,82.09323202412672,0.7700000000000002,0.22999999999999976,45.72373041353886,5.25560119695849,228.6186520676943,778988.4791756119,23677329980.3986,1006.0,0.46424473799673505,0.5312288401372737,P3,366,CN,230.0,-120.0,50.0,236.5.219.95,11442,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heater,38.5462309124123,P4,0,0,0,0,0,0,0,1.7117360874903724,2.01738467912933,5,5
H241,EH241,True,1,20.000729243273156,99999,1.0007876606003105,22.99834721148617,17.000402783459084,21.79413750296856,19.282466886339346,21.929703511794287,0,0,0,0,0,40.2396943262291,30.12418576099666,2.4,2400.0,2400.0,0,0,0,0,4.3765140078451665,2.2459109453169885,0,0,5,5,3.291304669723109,72.29804582639198,0.5700000000000001,0.42999999999999994,40.53364671950557,4.659039852816733,202.66823359752783,507848.72881580226,38984552270.50708,1006.0,0.4632438407911145,0.5483864521275029,P2,128,AN,230.0,0.0,50.0,233.212.33.191,10975,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heater,40.877793787458245,P4,0,0,0,0,0,0,0,1.6754458572297881,2.618494194387535,5,5
H242,EH242,True,1,19.99912228025247,99999,0.9995422657310229,22.998411118489237,17.00074357714512,21.746246653473502,20.07240553046014,21.926055155440142,0,0,0,0,1,78.97244134880467,66.43161017700972,2.4,5300.0,2400.0,0,0,0,0,4.881795368823779,2.981966231826029,0,0,5,5,2.8342843186035456,159.4358644248233,0.5800000000000001,0.41999999999999993,84.52614298882074,9.715648619404684,422.6307149441037,1139585.6442316247,83971681075.26593,1006.0,0.4841110283062119,0.5224500986790119,P3,62,BN,230.0,120.0,50.0,237.167.254.33,12296,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heater,25.507606055104482,P2,0,0,0,0,0,0,0,4.66642020671934,3.0325739854146683,5,5
H243,EH243,True,1,20.00168964863095,99999,0.9999011886664616,22.999774631013587,16.999896006168527,21.207832480749488,19.447319898212992,22.20310690303794,0,0,0,0,0,68.75775329091859,58.05805790140341,2.4,4600.0,2400.0,0,0,0,0,3.9771562032565524,4.819233406061864,0,0,5,5,3.604524879835914,139.33933896336816,0.7600000000000002,0.23999999999999977,72.81940885291576,8.37004699458802,364.0970442645788,1305029.393399344,41935567454.41524,1006.0,0.49901601379801036,0.4565509347510545,P5,-597,CN,230.0,-120.0,50.0,224.12.137.57,11924,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heater,32.5833476026408,P4,0,0,0,0,0,0,0,2.0825423540790915,3.5224097198465394,5,5
H244,EH244,True,1,20.00037508715698,99999,1.0001305529668354,22.99822911619108,16.999023281700225,19.90958880092263,21.126179435099658,21.645817870659002,0,0,0,0,1,21.22935103073138,33.074237727303164,2.4,2600.0,2400.0,0,0,0,0,4.838953894848093,2.431102745480487,0,0,5,5,1.6001592202783776,79.3781705455276,0.8200000000000003,0.17999999999999972,43.91862566940905,5.048117893035524,219.59312834704525,802135.787729873,17917240655.53646,1006.0,0.5129805867747267,0.5279428663556542,P3,-532,AN,230.0,0.0,50.0,225.41.171.119,11969,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heater,45.53444189635826,P4,0,0,0,0,0,0,0,0.5780701270401906,2.5671293188408235,5,5
H245,EH245,True,1,20.00020076332948,99999,0.9979562503210058,22.998274746180883,17.00146028187336,18.62282927450086,20.971986958577887,21.201160307899922,0,0,0,0,1,38.20420400757436,9.967647121216432,2.4,800.0,1500.0,0,0,0,0,2.728812762361006,4.940811091398503,0,0,5,5,1.4500810914588234,23.922353090919437,0.6000000000000001,0.3999999999999999,15.738964640739985,1.8090763954873548,78.69482320369993,176883.81722514605,11999452310.405186,1006.0,0.5869206427212759,0.490315179640792,P4,120,BN,230.0,120.0,50.0,225.74.211.151,11978,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heater,75.876167704693,P1,0,0,0,0,0,0,0,3.140636697365671,4.676529822030393,5,5
H246,EH246,True,1,20.000121097817434,99999,1.000489627153603,23.00106679214803,16.999485279737943,20.824436397035818,21.840226383130656,22.747377455558183,0,0,0,0,0,47.342703192767154,42.1027854834145,2.4,3400.0,2400.0,0,0,0,0,4.0374111887196,2.5513246214941425,0,0,5,5,3.0534352148797916,101.0466851601948,0.5800000000000001,0.41999999999999993,53.40927121386191,6.138996691248496,267.0463560693096,722242.4654651434,53219268140.17139,1006.0,0.5047224035880008,0.5239275577983209,P4,505,CN,230.0,-120.0,50.0,227.213.180.128,10990,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heater,79.99722505528972,P3,0,0,0,0,0,0,0,2.5904018807989178,3.1045150286570027,5,5
H247,EH247,True,1,19.99949954348141,99999,1.000820516532707,22.99876654362948,17.001695186867494,19.045816503041735,18.51801076673614,22.99734621641982,0,0,0,0,1,48.465690364040356,64.4699596044603,2.4,5200.0,2400.0,0,0,0,0,4.1025220275192815,4.537374365692891,0,0,5,5,1.7986364467785558,154.72790305070473,0.6200000000000001,0.3799999999999999,80.66651430079646,9.272013138022583,403.3325715039823,1182206.3414690215,73730940361.7218,1006.0,0.566207497413825,0.5118042582342847,P3,-34,AN,230.0,0.0,50.0,224.188.56.120,10567,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heater,70.16989329422535,P5,0,0,0,0,0,0,0,1.6340338176635671,2.9411572147026694,5,5
H248,EH248,True,1,19.999206060985838,99999,0.9992757268614938,23.00006143510253,17.001770638716962,20.70733668947596,21.285423056962212,21.91596356435425,0,0,0,0,1,73.32820052782742,57.36831699046299,2.4,4600.0,2400.0,0,0,0,0,3.5528519617785124,3.791160572574186,0,0,5,5,2.1138831628450676,137.68396077711117,0.55,0.44999999999999996,72.95385215973536,8.385500248245444,364.7692607986768,933209.1658656987,77695059066.52382,1006.0,0.4846240961613722,0.5383201676354719,P1,552,BN,230.0,120.0,50.0,234.185.19.26,12090,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heater,53.81333177201596,P1,0,0,0,0,0,0,0,0.9050496206545655,3.1005011827973936,5,5
H249,EH249,True,1,20.00007940856427,99999,1.0006012166560128,22.998215586899796,16.998769777256708,20.666683532823495,18.939787905755146,22.08245175416432,0,0,0,0,1,22.54126719906207,15.123434970693015,2.4,1200.0,2000.0,0,0,0,0,3.37203535334587,4.4674195115297195,0,0,5,5,2.4376575748096676,36.296243929663234,0.7600000000000002,0.23999999999999977,22.478853083114956,2.583776216449995,112.39426541557478,339944.6671026323,10923717573.071436,1006.0,0.46012081355346784,0.46241694209920836,P5,-384,CN,230.0,-120.0,50.0,225.105.232.220,12046,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heater,65.43201224320353,P5,0,0,0,0,0,0,0,2.871848478231398,2.373948608371999,5,5
H250,EH250,True,1,20.000251011657298,99999,0.9987752020235942,23.000318170831168,17.00089144403982,19.556355551549483,21.661182534402982,21.891705964487162,0,0,0,0,1,73.40378678951313,56.01139845661348,2.4,4500.0,2400.0,0,0,0,0,3.838446554682481,3.2926809152139613,0,0,5,5,2.118686447344944,134.42735629587233,0.8300000000000003,0.1699999999999997,70.8529692859846,8.14401945815915,354.264846429923,1374987.3587201096,28657223815.15401,1006.0,0.44497274552692506,0.4931156330287181,P4,-405,AN,230.0,0.0,50.0,236.85.190.210,12218,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heater,43.34159462801982,P2,0,0,0,0,0,0,0,1.5896292728143402,4.743514567944376,5,5
H251,EH251,True,1,19.998412275289077,99999,0.999761185628161,22.99895297990266,16.99966806978566,20.568499060289636,20.740576056249857,21.57807232387286,0,0,0,0,0,66.69343806510506,30.468236718517105,2.4,2400.0,2400.0,0,0,0,0,3.628764501662358,3.707577580780227,0,0,5,5,1.4890735291054122,73.12376812444104,0.7500000000000002,0.24999999999999978,41.396661743783035,4.758236982044028,206.98330871891517,675853.8335766444,22924301307.012245,1006.0,0.5222559444819954,0.5137939453133045,P3,-131,BN,230.0,120.0,50.0,227.60.209.158,11980,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heater,64.35893783462774,P5,0,0,0,0,0,0,0,4.89538493909217,4.547259458483297,5,5
H252,EH252,True,1,20.00049611516753,99999,1.0018795805010685,23.001402704253724,16.99933923240702,19.195696280525812,19.349554897945914,21.603438118452992,0,0,0,0,1,68.5619924576587,42.02015492684026,2.4,3400.0,2400.0,0,0,0,0,4.184018045548896,2.486872774779215,0,0,5,5,3.224728593966113,100.84837182441663,0.54,0.45999999999999996,57.13664276406414,6.567430202765994,285.6832138203207,671112.9298736667,58173374803.19649,1006.0,0.4875959964468963,0.513447140062883,P4,864,CN,230.0,-120.0,50.0,229.57.150.217,11589,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heater,67.15035699006599,P1,0,0,0,0,0,0,0,2.0815216943964994,4.277390627666184,5,5
H253,EH253,True,1,20.00083887303496,99999,1.0000967080129044,23.000805811837136,16.99813025753921,19.536233905725908,18.650798952525946,22.583798969571937,0,0,0,0,0,62.03156159412582,16.11629124784382,2.4,1300.0,2000.0,0,0,0,0,2.696831433025374,2.039800927532992,0,0,5,5,3.1490926508194974,38.67909899482516,0.6700000000000002,0.32999999999999985,24.002024565946265,2.758853398384628,120.01012282973133,319362.6379611715,16006184746.038542,1006.0,0.5656464371115518,0.5086956607867823,P4,774,AN,230.0,0.0,50.0,225.105.222.128,12167,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heater,73.18766575801355,P4,0,0,0,0,0,0,0,3.003214688798473,3.973098147328559,5,5
H254,EH254,True,1,20.00013779313321,99999,1.0008771156579057,22.999085629314713,16.999487245713016,18.053543825594794,21.151105136967345,21.562583171878448,0,0,0,0,0,69.55455251161187,17.33006701877894,2.4,1400.0,2400.0,0,0,0,0,3.842672028603502,4.3119638604399695,0,0,5,5,1.4722349211948045,41.59216084506946,0.5,0.5,25.435378238890006,2.9236066941252883,127.17689119445004,256279.83964610973,26078284849.85855,1006.0,0.5108779679116501,0.548333099941469,P4,-196,BN,230.0,120.0,50.0,227.210.42.94,11212,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heater,51.835940916000865,P2,0,0,0,0,0,0,0,4.209129274822575,2.505559312742464,5,5
H255,EH255,True,1,19.999447225449284,99999,1.000189542146625,23.001877329890974,16.998633203929344,19.2538588325398,21.10794650284804,22.017108343127674,0,0,0,0,1,75.32249248871403,41.71263648600181,2.4,3300.0,2400.0,0,0,0,0,3.25994367998159,2.863292855716726,0,0,5,5,2.126607867692997,100.11032756640435,0.6500000000000001,0.34999999999999987,53.361880904612406,6.133549529265794,266.809404523062,801909.1969895277,43938422768.89485,1006.0,0.48845672832416603,0.5016611839023285,P3,-101,CN,230.0,-120.0,50.0,224.208.247.161,10830,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heater,35.1302364701427,P4,0,0,0,0,0,0,0,2.1221867150627434,4.730157350675871,5,5
H256,EH256,True,1,20.000818915063938,99999,0.9997642667035039,23.00006498892893,16.997650543045932,20.59202876629617,19.26253807985005,22.67203538978569,0,0,0,0,1,42.0125010641005,14.282010442862816,2.4,1100.0,2000.0,0,0,0,0,4.558457806198776,3.7882393948985964,0,0,5,5,3.608839470164842,34.276825062870756,0.6500000000000001,0.34999999999999987,21.663250564588843,2.4900288005274533,108.31625282294422,274566.0905293195,15044098520.09397,1006.0,0.518442740856866,0.507328753432288,P1,-865,AN,230.0,0.0,50.0,231.10.25.3,10043,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heater,59.17239920781592,P3,0,0,0,0,0,0,0,1.237796409881533,2.739231082196961,5,5
H257,EH257,True,1,19.99994912836949,99999,1.0006219785419468,22.999079903944455,16.999702705558214,19.188403620612263,21.43282013246376,21.078643465888273,0,0,0,0,0,63.9481537117368,30.93942842380034,2.4,2500.0,2400.0,0,0,0,0,3.5820479319256258,3.5671107836124953,0,0,5,5,2.3472660008941433,74.25462821712081,0.8300000000000003,0.1699999999999997,42.89747130359748,4.93074382799971,214.4873565179874,759511.8875973735,15829601643.325788,1006.0,0.5280419449408895,0.503844047843619,P3,559,BN,230.0,120.0,50.0,225.98.249.121,11565,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heater,79.36627041786096,P1,0,0,0,0,0,0,0,0.1479942150044372,4.787580102296297,5,5
H258,EH258,True,1,19.99910567954427,99999,0.9986573765609742,23.000114682428038,17.000333017985124,20.60032955174289,20.137374069114678,22.519072607957813,0,0,0,0,0,34.49539467665083,44.604126529377304,2.4,3600.0,2400.0,0,0,0,0,4.2859806375788185,3.9314136748138626,0,0,5,5,2.9583148373367427,107.04990367050553,0.5800000000000001,0.41999999999999993,57.52630837861225,6.612219353863478,287.63154189306124,765151.1401113139,56381043265.18184,1006.0,0.561484294355539,0.5241213938548109,P4,111,CN,230.0,-120.0,50.0,228.135.164.226,11840,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heater,50.28631292560189,P3,0,0,0,0,0,0,0,0.6361145157573322,3.2802682008924298,5,5
H259,EH259,True,1,19.999015472749136,99999,0.9995701106759025,23.002215315615285,16.998849695730183,18.80056347867424,21.94134593206903,22.006953422732735,0,0,0,0,0,28.658706448836142,18.507058160467203,2.4,1500.0,2400.0,0,0,0,0,2.1609721227492527,4.968441767383613,0,0,5,5,3.8528888200461497,44.416939585121284,0.56,0.43999999999999995,26.035757015803544,2.9926157489429364,130.17878507901773,306527.6204443865,24507490585.486515,1006.0,0.4733379684373478,0.5443813725342325,P2,394,AN,230.0,0.0,50.0,234.75.240.74,11808,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heater,57.9500886158178,P2,0,0,0,0,0,0,0,0.8788809893536026,2.0981948080931683,5,5
H260,EH260,True,1,20.000883227991867,99999,0.9993773569864688,22.99972164363137,17.000977241648275,19.99276774562656,21.63871555788605,21.09527229619821,0,0,0,0,1,66.1954297279813,44.172611236795134,2.4,3500.0,2400.0,0,0,0,0,2.0800192313197168,3.0765337717316434,0,0,5,5,2.7625540811554394,106.01426696830832,0.52,0.48,56.756944465518416,6.523786720174531,283.7847223275921,679361.0030901065,63812107573.56414,1006.0,0.4410182918225989,0.5710144829014911,P3,724,BN,230.0,120.0,50.0,236.60.200.31,12174,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heater,74.67355775712304,P1,0,0,0,0,0,0,0,2.013029601052322,4.978911661860785,5,5
H261,EH261,True,1,20.000778658750214,99999,0.9992122663461953,22.998349831367747,17.00099036317749,18.495363588098847,21.036706347452558,22.298434951718054,0,0,0,0,0,30.831543772008967,13.532233840383771,2.4,1100.0,2000.0,0,0,0,0,2.219310679347853,3.6062556814832276,0,0,5,5,1.6299473274313736,32.47736121692105,0.6100000000000001,0.3899999999999999,20.216596074874282,2.3237466752729063,101.0829803743714,244142.57787862333,15883378276.747404,1006.0,0.5332604994879013,0.5468845494749877,P3,283,CN,230.0,-120.0,50.0,238.232.242.56,12679,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heater,42.53386136475275,P3,0,0,0,0,0,0,0,0.09485602996439635,2.430549491212827,5,5
H262,EH262,True,1,19.999876324003655,99999,1.000811108011879,23.001964458482387,16.99960485317486,21.593169915021107,21.436470587305855,21.765403896622832,0,0,0,0,1,55.14877453942777,49.893173651651004,2.4,4000.0,2400.0,0,0,0,0,3.9390616745591425,3.672374220447768,0,0,5,5,1.629698059247624,119.74361676396241,0.8300000000000003,0.1699999999999997,63.845104283383854,7.338517733722282,319.22552141691926,1224795.0407913306,25526944221.74146,1006.0,0.49843474639858387,0.5321514521503278,P3,180,AN,230.0,0.0,50.0,225.21.43.248,10519,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heater,71.45090916706653,P4,0,0,0,0,0,0,0,0.31120496996446867,3.296900856257197,5,5
H263,EH263,True,1,19.999854096335728,99999,1.0009020943670672,23.00084720672948,16.999113087823233,18.19956612193169,19.298569785671493,21.12490221858504,0,0,0,0,0,58.25892749476803,50.941415490597386,2.4,4100.0,2400.0,0,0,0,0,4.517625574217517,3.866811518489058,0,0,5,5,1.0168984756857347,122.25939717743373,0.8800000000000003,0.11999999999999966,65.92196111988298,7.5772369103313775,329.6098055994149,1325860.6381191588,18397594087.260174,1006.0,0.4917381395770663,0.3930684580434054,P5,683,BN,230.0,120.0,50.0,228.80.148.229,12021,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heater,48.082801881208205,P4,0,0,0,0,0,0,0,4.265583396502634,3.012452287320725,5,5
