house,name,volume,heating_power,air_part,material_part,cooling_power,ventilation_power,standby_power,heating_power_thermal,cooling_power_thermal,min_heatingtime,min_coolingtime,cooling_counter,heating_counter,charging_counter,discharging_counter,cop,heating_setpoint,cooling_setpoint,tolerance,temp_max,temp_min,temp_in,temp_mat,temp_out,temp_refill,proposed_status,actual_status,proposed_demand,actual_demand,mode,priority,R_value,surface_area,Ua,Um,U,Ca,Cm,Cp,location,mass_change,schedule,schedule_skew,with_dr,phase,voltage,angle,frequency,mcast_ip_local,mcast_port_local,mcast_ip_global,mcast_port_global,s0,e0,s1,e1,s2,e2,s3,e3,s4,e4,s5,e5,s6,e6,s7,e7,s8,e8,s9,e9,connected,load_class,load_type,profile,skew,irradiance,irradiance_roof,irradiance_wall1,irradiance_wall2,irradiance_wall3,irradiance_wall4,counter,min_cycletime,min_chargingtime,min_dischargingtime
H117,WH117,0.4,4800.0,1.0,0.0,0,0,0,4800.0,0,4.0725809785094045,2.3938250003346395,0,217,5,5,1.0,57.0,99999,4.0,61.0,50.0,51.439383538368766,51.439383538368766,20.0,13.102139318414274,0,0,0,0,1,64.37828703490288,1.5681150485993238,2.5242940554414575,1.6097633000182063,252.42940554414574,0.026829388333636774,1674405.4993464802,26123.414320952554,4186,outside,4.4438752179577886e-06,P4,201,True,CN,230.0,-120.0,50.0,235.52.60.149,10164,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P2,0,0,0,0,0,0,0,8.464933798075053,3.6463120750810702,5,5
H118,WH118,0.18,2000.0,1.0,0.0,0,0,0,2000.0,0,4.645375364253891,4.134094028961785,0,225,5,5,1.0,57.0,99999,4.0,61.0,50.0,57.46309990940729,57.46309990940729,19.99305663131533,13.481139454311212,0,0,0,0,1,43.340015309138195,1.0544038756044833,1.4823415671664024,1.40585747213475,148.23415671664023,0.0234309578689125,753482.474705916,15340.456410291667,4186,outside,4.127681674904149e-06,P4,-453,True,AN,230.0,0.0,50.0,237.172.245.16,10054,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P2,0,0,0,0,0,0,0,1.3638441879413843,4.570485000857823,5,5
H119,WH119,0.25,3000.0,1.0,0.0,0,0,0,3000.0,0,3.37077425682989,3.813975581901537,0,110,5,5,1.0,57.0,99999,4.0,61.0,50.0,51.988769787363964,51.988769787363964,19.995364427133435,12.581286759310892,0,0,0,0,1,21.570463526361856,1.1143004757957728,1.8452701486440286,1.6559897341210745,184.52701486440284,0.027599828902017908,1046503.4370915501,19096.33171428732,4186,inside,6.7076754633657935e-06,P4,-616,True,BN,230.0,120.0,50.0,236.10.133.219,10716,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P1,0,0,0,0,0,0,0,6.352511494370838,4.397687232125764,5,5
H120,WH120,0.135,3000.0,1.0,0.0,0,0,0,3000.0,0,3.573543165338747,2.9096837294111553,0,139,5,5,0.98,57.0,99999,4.0,61.0,50.0,56.71124572523905,56.71124572523905,19.98958680587788,12.57891163905988,0,0,0,0,1,32.17973742553155,1.408407970208411,1.2236460031989773,0.8688150231199748,122.36460031989773,0.014480250385332915,565111.856029437,12663.267757905576,4186,inside,4.061562042361568e-06,P3,336,True,CN,230.0,-120.0,50.0,224.60.195.29,10968,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P1,0,0,0,0,0,0,0,4.853943933916446,3.4716420224669866,5,5
H121,WH121,0.18,2000.0,1.0,0.0,0,0,0,2000.0,0,4.6737297662244455,2.85289306121827,0,68,5,5,0.98,57.0,99999,4.0,61.0,50.0,55.49985718146095,55.49985718146095,20.0,12.076091626893954,0,0,0,0,1,24.559982790410544,1.1095848477524208,1.4823415671664024,1.3359425105426042,148.23415671664023,0.022265708509043403,753482.474705916,15340.456410291667,4186,outside,6.739073781059011e-06,P1,622,True,AN,230.0,0.0,50.0,236.209.217.247,12049,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P3,0,0,0,0,0,0,0,5.550049692094145,4.263307002887317,5,5
H122,WH122,0.177,3000.0,1.0,0.0,0,0,0,3000.0,0,3.855414443576154,3.6780090509230456,0,285,5,5,1.0,57.0,99999,4.0,61.0,50.0,55.486001637030625,55.486001637030625,19.983754508441994,12.935272821800169,0,0,0,0,1,22.56091071562858,1.2555151085632859,1.4658250117957676,1.1675088589520393,146.58250117957675,0.01945848098253399,740924.4334608173,15169.52988207204,4186,outside,5.939992032906641e-06,P3,458,True,BN,230.0,120.0,50.0,231.37.225.30,10693,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P2,0,0,0,0,0,0,0,5.708879294959479,3.63176214997355,5,5
H123,WH123,0.25,3000.0,1.0,0.0,0,0,0,3000.0,0,2.1485633383473717,3.9896234794319065,0,137,5,5,1.0,57.0,99999,4.0,61.0,50.0,51.829134369349035,51.829134369349035,19.987727923470487,13.017096946892195,0,0,0,0,1,46.835260235975014,1.3234717086289114,1.8452701486440286,1.3942648993650868,184.52701486440284,0.023237748322751446,1046503.4370915501,19096.33171428732,4186,outside,5.039621066440802e-06,P4,-150,True,CN,230.0,-120.0,50.0,232.101.28.249,11366,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P2,0,0,0,0,0,0,0,0.9452417103372868,4.076986598746171,5,5
H124,WH124,0.3,5000.0,1.0,0.0,0,0,0,5000.0,0,4.866051198170377,3.473844636089697,0,53,5,5,0.98,57.0,99999,4.0,61.0,50.0,52.37981217424094,52.37981217424094,19.997496624249063,14.027223439573113,0,0,0,0,1,21.25803321791388,1.0610299420366613,2.083758831471218,1.9639020058862946,208.3758831471218,0.03273170009810491,1255804.12450986,21564.403395129342,4186,outside,5.209336495938027e-06,P2,-569,True,AN,230.0,0.0,50.0,226.100.228.163,12479,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P5,0,0,0,0,0,0,0,3.3324906339866347,3.923504972955658,5,5
H125,WH125,0.135,2000.0,1.0,0.0,0,0,0,2000.0,0,4.88632860082867,2.7881933471012603,0,253,5,5,1.0,57.0,99999,4.0,61.0,50.0,51.08224335950475,51.08224335950475,19.99109450930069,13.567046760825699,0,0,0,0,1,47.942449500332685,1.1029286815047268,1.2236460031989773,1.1094516116214839,122.36460031989773,0.018490860193691398,565111.856029437,12663.267757905576,4186,outside,4.543518345683713e-06,P4,-769,True,BN,230.0,120.0,50.0,230.134.160.180,12351,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P3,0,0,0,0,0,0,0,4.296289181801769,4.5676856970224105,5,5
H126,WH126,0.18,2000.0,1.0,0.0,0,0,0,2000.0,0,2.493574906696115,4.736813777897538,0,140,5,5,0.98,57.0,99999,4.0,61.0,50.0,57.33290718782336,57.33290718782336,20.0,13.673056751404516,0,0,0,0,1,55.10810298281506,1.193679054022675,1.4823415671664024,1.2418259013349866,148.23415671664023,0.020697098355583112,753482.474705916,15340.456410291667,4186,inside,6.770219395970771e-06,P1,524,True,CN,230.0,-120.0,50.0,228.23.36.49,11778,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P3,0,0,0,0,0,0,0,8.28789823013389,3.5754547264660443,5,5
H127,WH127,0.135,3000.0,1.0,0.0,0,0,0,3000.0,0,4.824401720996628,2.1780924202630425,0,67,5,5,1.0,57.0,99999,4.0,61.0,50.0,58.779913527895,58.779913527895,19.98096134221253,13.499010387024457,0,0,0,0,1,25.236724558679658,1.2654507815928553,1.2236460031989773,0.966964516516986,122.36460031989773,0.0161160752752831,565111.856029437,12663.267757905576,4186,outside,6.166566488990125e-06,P3,774,True,AN,230.0,0.0,50.0,228.236.254.99,12868,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P2,0,0,0,0,0,0,0,5.909149042316347,3.1444317857820794,5,5
H128,WH128,0.25,3000.0,1.0,0.0,0,0,0,3000.0,0,2.020226786435653,2.4754174468723007,0,97,5,5,0.98,57.0,99999,4.0,61.0,50.0,56.4255482947288,56.4255482947288,19.996776927123395,12.805546739178228,0,0,0,0,1,75.6012255696039,1.065911801607899,1.8452701486440286,1.7311658862023,184.52701486440284,0.028852764770038335,1046503.4370915501,19096.33171428732,4186,outside,5.057787181492163e-06,P4,-239,True,BN,230.0,120.0,50.0,224.204.146.244,10558,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P2,0,0,0,0,0,0,0,0.9235744669575197,3.9174171258181016,5,5
H129,WH129,0.3,5000.0,1.0,0.0,0,0,0,5000.0,0,3.2673607972276435,2.2168962204310843,0,18,5,5,0.98,57.0,99999,4.0,61.0,50.0,59.39955061871197,59.39955061871197,20.0,13.242869615337487,0,0,0,0,1,73.45137232039775,1.1124130657019373,2.083758831471218,1.8731880231524947,208.3758831471218,0.031219800385874907,1255804.12450986,21564.403395129342,4186,inside,5.506512217102717e-06,P5,6,True,CN,230.0,-120.0,50.0,237.131.22.64,10257,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P3,0,0,0,0,0,0,0,0.8169571626396943,4.5527597570038605,5,5
H130,WH130,0.3,3000.0,1.0,0.0,0,0,0,3000.0,0,2.2910700203005314,4.916898821029716,0,169,5,5,0.98,57.0,99999,4.0,61.0,50.0,53.134980692633825,53.134980692633825,20.0,13.069825963392217,0,0,0,0,1,76.36811409234059,1.1467865060997968,2.083758831471218,1.8170416379924539,208.3758831471218,0.030284027299874228,1255804.12450986,21564.403395129342,4186,outside,4.307928616658531e-06,P4,-506,True,AN,230.0,0.0,50.0,231.204.123.113,10475,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P5,0,0,0,0,0,0,0,4.8532756983051435,4.524679365593138,5,5
H131,WH131,0.18,3000.0,1.0,0.0,0,0,0,3000.0,0,3.3777303202658424,3.755636409944019,0,20,5,5,1.0,57.0,99999,4.0,61.0,50.0,57.345891560832236,57.345891560832236,19.997181916935507,12.345118515994432,0,0,0,0,1,29.42239895501358,1.059587296945087,1.4823415671664024,1.398980123148102,148.23415671664023,0.0233163353858017,753482.474705916,15340.456410291667,4186,inside,6.674497238105637e-06,P4,575,True,BN,230.0,120.0,50.0,236.70.164.184,12211,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P5,0,0,0,0,0,0,0,4.70831039361308,4.304322794920013,5,5
H132,WH132,0.135,3000.0,1.0,0.0,0,0,0,3000.0,0,4.128625694914428,4.591556608373805,0,30,5,5,0.98,57.0,99999,4.0,61.0,50.0,52.57594448314402,52.57594448314402,19.994405628353753,13.21726007095626,0,0,0,0,1,24.000203164304793,0.9340812106012794,1.2236460031989773,1.309999590304682,122.36460031989773,0.02183332650507803,565111.856029437,12663.267757905576,4186,inside,4.5702183687564254e-06,P3,-749,True,CN,230.0,-120.0,50.0,231.20.67.225,10997,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P3,0,0,0,0,0,0,0,2.004089168305171,3.043521780028999,5,5
H133,WH133,0.177,3000.0,1.0,0.0,0,0,0,3000.0,0,4.428197806281441,2.9468211553034425,0,243,5,5,0.98,57.0,99999,4.0,61.0,50.0,51.81715062448389,51.81715062448389,19.99209727210319,12.7469859851528,0,0,0,0,1,26.084207840158147,1.4865698357552228,1.4658250117957676,0.9860451736201709,146.58250117957675,0.016434086227002848,740924.4334608173,15169.52988207204,4186,outside,6.078913664987129e-06,P3,613,True,AN,230.0,0.0,50.0,237.143.225.197,11383,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P4,0,0,0,0,0,0,0,6.568499375115929,3.536372491631515,5,5
H134,WH134,0.3,3000.0,1.0,0.0,0,0,0,3000.0,0,4.520060256807978,2.8425990420511207,0,78,5,5,1.0,57.0,99999,4.0,61.0,50.0,51.53361398625,51.53361398625,20.0,12.181307948447394,0,0,0,0,1,73.96889843003257,1.2692840777133747,2.083758831471218,1.6416804307709636,208.3758831471218,0.027361340512849393,1255804.12450986,21564.403395129342,4186,outside,5.879155011517557e-06,P4,-692,True,BN,230.0,120.0,50.0,230.108.60.10,11844,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P3,0,0,0,0,0,0,0,7.954196787527868,4.86912201990983,5,5
H135,WH135,0.18,3000.0,1.0,0.0,0,0,0,3000.0,0,4.595617079148935,4.937671981121676,0,213,5,5,1.0,57.0,99999,4.0,61.0,50.0,57.95578619446363,57.95578619446363,19.994250263293168,13.278621058680873,0,0,0,0,1,22.918668710815112,1.5440239752449776,1.4823415671664024,0.9600508741654814,148.23415671664023,0.016000847902758027,753482.474705916,15340.456410291667,4186,outside,5.72677524521452e-06,P4,810,True,CN,230.0,-120.0,50.0,238.145.173.194,12005,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P1,0,0,0,0,0,0,0,3.5939128497950854,3.1988262345248613,5,5
H136,WH136,0.4,4800.0,1.0,0.0,0,0,0,4800.0,0,4.489551259898678,4.070783124901764,0,68,5,5,0.98,57.0,99999,4.0,61.0,50.0,51.86318428713838,51.86318428713838,20.0,13.128284326102097,0,0,0,0,1,25.342289994200744,1.102259540422156,2.5242940554414575,2.2901086022577535,252.42940554414574,0.03816847670429589,1674405.4993464802,26123.414320952554,4186,outside,4.110520607374773e-06,P4,289,True,AN,230.0,0.0,50.0,229.18.225.10,10734,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P4,0,0,0,0,0,0,0,4.66862748995155,4.887951666518672,5,5
H137,WH137,0.25,3000.0,1.0,0.0,0,0,0,3000.0,0,3.8472273159625714,3.4528440245608305,0,147,5,5,0.98,57.0,99999,4.0,61.0,50.0,51.45434772800422,51.45434772800422,20.0,13.159784964437408,0,0,0,0,1,54.125524184120195,0.9781285108705723,1.8452701486440286,1.886531399643659,184.52701486440284,0.03144218999406099,1046503.4370915501,19096.33171428732,4186,outside,5.430658890072986e-06,P3,-872,True,BN,230.0,120.0,50.0,235.170.208.10,11306,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P4,0,0,0,0,0,0,0,1.1455658883395947,3.41249173097859,5,5
H138,WH138,0.4,3600.0,1.0,0.0,0,0,0,3600.0,0,3.104381163138674,2.965042212649177,0,283,5,5,1.0,57.0,99999,4.0,61.0,50.0,57.93872198141614,57.93872198141614,19.98868788440909,13.130356792964085,0,0,0,0,1,35.18922679314252,1.1564373190867014,2.5242940554414575,2.1828196079274087,252.42940554414574,0.03638032679879015,1674405.4993464802,26123.414320952554,4186,inside,4.509253999647737e-06,P3,692,True,CN,230.0,-120.0,50.0,229.92.193.178,11324,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P5,0,0,0,0,0,0,0,5.047740237736381,3.7518988283527905,5,5
H139,WH139,0.3,3000.0,1.0,0.0,0,0,0,3000.0,0,4.130980616223288,3.7983835690428744,0,284,5,5,0.98,57.0,99999,4.0,61.0,50.0,55.05060010820194,55.05060010820194,19.995726205659988,12.162453200516364,0,0,0,0,1,29.597663178401103,0.9683315970048798,2.083758831471218,2.1519062663207893,208.3758831471218,0.035865104438679817,1255804.12450986,21564.403395129342,4186,inside,5.3761909598093605e-06,P1,482,True,AN,230.0,0.0,50.0,229.211.42.56,12205,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P5,0,0,0,0,0,0,0,6.595528112480142,3.0520191319972434,5,5
H140,WH140,0.4,3600.0,1.0,0.0,0,0,0,3600.0,0,3.615297792438618,4.489061398969833,0,282,5,5,0.98,57.0,99999,4.0,61.0,50.0,50.96052618059534,50.96052618059534,19.99588884503248,12.128300989398586,0,0,0,0,1,22.78837489857718,1.1872559511105103,2.5242940554414575,2.1261582669519044,252.42940554414574,0.03543597111586508,1674405.4993464802,26123.414320952554,4186,outside,6.397657462044045e-06,P3,-406,True,BN,230.0,120.0,50.0,226.101.248.6,10895,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P3,0,0,0,0,0,0,0,6.120131784155538,3.4604070030645477,5,5
H141,WH141,0.18,3000.0,1.0,0.0,0,0,0,3000.0,0,4.3081104075462875,3.1285925864066773,0,142,5,5,0.9847949714808302,57.0,99999,4.0,61.0,50.0,50.465070003982774,50.465070003982774,19.99400718041905,14.080129193368121,0,0,0,0,1,63.44951919970468,1.5200045283981796,1.4823415671664024,0.9752218098511408,148.23415671664023,0.016253696830852347,753482.474705916,15340.456410291667,4186,outside,4.471500093242629e-06,P3,-366,True,CN,230.0,-120.0,50.0,228.22.21.212,12795,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P5,0,0,0,0,0,0,0,1.1613353692923112,3.4714616422192695,5,5
H142,WH142,0.25,3000.0,1.0,0.0,0,0,0,3000.0,0,3.834228675797732,3.5478277781179215,0,74,5,5,1.0,57.0,99999,4.0,61.0,50.0,55.64068549241846,55.64068549241846,20.0,13.32215101407011,0,0,0,0,1,39.42352184506136,1.1301752601843607,1.8452701486440286,1.6327292001976912,184.52701486440284,0.027212153336628183,1046503.4370915501,19096.33171428732,4186,outside,4.284716427924041e-06,P5,266,True,AN,230.0,0.0,50.0,225.174.118.35,11576,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P4,0,0,0,0,0,0,0,1.764041530376137,3.919032694581122,5,5
H143,WH143,0.3,3000.0,1.0,0.0,0,0,0,3000.0,0,2.0577668049768914,2.5597846337019545,0,1,5,5,0.98,57.0,99999,4.0,61.0,50.0,53.853113846947785,53.853113846947785,20.0,12.177386466582547,0,0,0,0,1,24.793361489921942,1.2611872788057124,2.083758831471218,1.6522199886478748,208.3758831471218,0.027536999810797914,1255804.12450986,21564.403395129342,4186,inside,5.8360442514429985e-06,P4,616,True,BN,230.0,120.0,50.0,234.59.158.40,11939,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P3,0,0,0,0,0,0,0,4.271408664087862,3.0213146752211353,5,5
H144,WH144,0.25,3000.0,1.0,0.0,0,0,0,3000.0,0,3.8913944256607786,4.662925161730741,0,27,5,5,0.98,57.0,99999,4.0,61.0,50.0,54.88739019613409,54.88739019613409,20.0,13.035703818053316,0,0,0,0,1,66.63212423154616,1.4059580458234968,1.8452701486440286,1.3124645889153956,184.52701486440284,0.021874409815256592,1046503.4370915501,19096.33171428732,4186,inside,4.611406515317824e-06,P4,-175,True,CN,230.0,-120.0,50.0,238.42.245.165,10474,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P4,0,0,0,0,0,0,0,3.1198789151804496,3.2562362434342242,5,5
H145,WH145,0.135,3000.0,1.0,0.0,0,0,0,3000.0,0,4.375566039033351,3.246035047493425,0,213,5,5,1.0,57.0,99999,4.0,61.0,50.0,52.110452367741374,52.110452367741374,19.98557199902571,13.093183456160542,0,0,0,0,1,70.2422047937605,1.1805902743173555,1.2236460031989773,1.036469662522434,122.36460031989773,0.017274494375373903,565111.856029437,12663.267757905576,4186,outside,4.124014565480638e-06,P2,-61,True,AN,230.0,0.0,50.0,224.22.41.39,11391,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P1,0,0,0,0,0,0,0,5.177002090509527,3.1657416834604066,5,5
H146,WH146,0.3,3000.0,1.0,0.0,0,0,0,3000.0,0,4.567735871915499,2.7908552921760315,0,276,5,5,1.0,57.0,99999,4.0,61.0,50.0,55.720586832732245,55.720586832732245,20.0,13.229752293168765,0,0,0,0,1,59.59354165700389,1.113487114621288,2.083758831471218,1.8713811808948797,208.3758831471218,0.031189686348247998,1255804.12450986,21564.403395129342,4186,inside,6.3768821092739085e-06,P3,-196,True,BN,230.0,120.0,50.0,234.150.82.121,12926,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P3,0,0,0,0,0,0,0,8.961724087743729,4.063541045220708,5,5
H147,WH147,0.177,3000.0,1.0,0.0,0,0,0,3000.0,0,2.8049253118761834,4.784455606621464,0,262,5,5,0.98,57.0,99999,4.0,61.0,50.0,52.69728983804676,52.69728983804676,20.0,12.891292861261876,0,0,0,0,1,39.60281149504969,1.1544156124764497,1.4658250117957676,1.2697550136655578,146.58250117957675,0.021162583561092626,740924.4334608173,15169.52988207204,4186,inside,4.346852727530484e-06,P3,386,True,CN,230.0,-120.0,50.0,226.14.193.214,12142,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P3,0,0,0,0,0,0,0,4.111724940426744,4.496704715758197,5,5
H148,WH148,0.18,2000.0,1.0,0.0,0,0,0,2000.0,0,4.4878440400939255,2.9886090247450405,0,19,5,5,0.98,57.0,99999,4.0,61.0,50.0,56.51859100118239,56.51859100118239,19.990399471689976,13.15537289936041,0,0,0,0,1,75.88336803303619,1.2654145545926512,1.4823415671664024,1.171427625663419,148.23415671664023,0.019523793761056986,753482.474705916,15340.456410291667,4186,outside,5.129622445525332e-06,P5,880,True,AN,230.0,0.0,50.0,229.95.38.42,12728,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P5,0,0,0,0,0,0,0,5.03692493536389,3.417183089687346,5,5
H149,WH149,0.177,3000.0,1.0,0.0,0,0,0,3000.0,0,3.02541099359922,3.065716870268394,0,266,5,5,1.0,57.0,99999,4.0,61.0,50.0,55.03269551383043,55.03269551383043,19.999214939924602,13.799727954675289,0,0,0,0,1,50.10694137766478,1.3422053311729718,1.4658250117957676,1.0921019144773945,146.58250117957675,0.01820169857462324,740924.4334608173,15169.52988207204,4186,outside,6.200704337571097e-06,P4,-813,True,BN,230.0,120.0,50.0,235.212.68.45,10908,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P4,0,0,0,0,0,0,0,2.124009320791588,3.3157681289959324,5,5
H150,WH150,0.18,2000.0,1.0,0.0,0,0,0,2000.0,0,4.639981599492585,4.575044616149621,0,39,5,5,1.0,57.0,99999,4.0,61.0,50.0,50.381851310381855,50.381851310381855,19.988564299286722,12.926774851193322,0,0,0,0,1,30.672583465473167,1.18686094739588,1.4823415671664024,1.2489597626569848,148.23415671664023,0.020815996044283077,753482.474705916,15340.456410291667,4186,inside,6.16494616511627e-06,P3,760,True,CN,230.0,-120.0,50.0,225.29.138.103,11908,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P5,0,0,0,0,0,0,0,7.006848137590306,3.371798042183318,5,5
H151,WH151,0.4,4800.0,1.0,0.0,0,0,0,4800.0,0,2.9207127256944965,4.323165368652148,0,249,5,5,0.98,57.0,99999,4.0,61.0,50.0,58.5183395661972,58.5183395661972,20.0,13.614350023886091,0,0,0,0,1,64.34550987920143,1.1300278399876325,2.5242940554414575,2.233833509331137,252.42940554414574,0.03723055848885228,1674405.4993464802,26123.414320952554,4186,inside,5.689609537591078e-06,P1,-839,True,AN,230.0,0.0,50.0,227.33.145.105,10692,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P2,0,0,0,0,0,0,0,8.98546728445777,4.239481650359946,5,5
H152,WH152,0.135,3000.0,1.0,0.0,0,0,0,3000.0,0,4.841369809163842,2.5351481882609375,0,7,5,5,0.98,57.0,99999,4.0,61.0,50.0,50.17388246764156,50.17388246764156,20.0,12.21164497831923,0,0,0,0,1,36.39357910299739,1.1680049110975714,1.2236460031989773,1.0476377210170462,122.36460031989773,0.017460628683617436,565111.856029437,12663.267757905576,4186,outside,6.386277564529943e-06,P4,-816,True,BN,230.0,120.0,50.0,238.85.124.177,12789,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P1,0,0,0,0,0,0,0,7.553622136215691,4.96500527164618,5,5
H153,WH153,0.25,3000.0,1.0,0.0,0,0,0,3000.0,0,3.6491806001079325,3.6229123087767574,0,13,5,5,1.0,57.0,99999,4.0,61.0,50.0,50.67249184607684,50.67249184607684,19.996777902951404,13.553423244633793,0,0,0,0,1,35.463378584031545,1.3352653379853763,1.8452701486440286,1.3819501608782403,184.52701486440284,0.023032502681304006,1046503.4370915501,19096.33171428732,4186,inside,4.3673968370735675e-06,P3,706,True,CN,230.0,-120.0,50.0,230.120.19.123,11461,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P2,0,0,0,0,0,0,0,0.26313208284091116,4.276898542724686,5,5
H154,WH154,0.135,3000.0,1.0,0.0,0,0,0,3000.0,0,2.210492507170249,4.939716634360866,0,212,5,5,1.0,57.0,99999,4.0,61.0,50.0,57.24072303424474,57.24072303424474,19.996202004336325,12.998615939528923,0,0,0,0,1,55.0327809038525,1.182508137328507,1.2236460031989773,1.0347886535169288,122.36460031989773,0.017246477558615483,565111.856029437,12663.267757905576,4186,outside,4.509645491424431e-06,P3,159,True,AN,230.0,0.0,50.0,236.228.231.45,10096,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P3,0,0,0,0,0,0,0,1.006492362368906,3.583544822335874,5,5
H155,WH155,0.18,3000.0,1.0,0.0,0,0,0,3000.0,0,3.1980846566094328,2.974845596229072,0,146,5,5,1.0,57.0,99999,4.0,61.0,50.0,50.33964974834021,50.33964974834021,19.989388624167045,13.327544055331307,0,0,0,0,1,25.627957302687392,1.339199874243153,1.4823415671664024,1.106885981455267,148.23415671664023,0.018448099690921115,753482.474705916,15340.456410291667,4186,outside,6.146984924300018e-06,P3,133,True,BN,230.0,120.0,50.0,238.189.210.115,11497,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P1,0,0,0,0,0,0,0,5.1717586713794175,3.3865653027754723,5,5
